wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,versetype,subtype,syllabified
1037,159,6,main,main,CLXV_20,N,N,,8s,---,C/V\
1038,159,7,et,et,CLXV_20,Crd,Crd,et,8s,---,/V\
1039,159,8,tart,tart,CLXV_20,Adv,Adv,tard,8s,---,C/V\
1040,159,9,",",",",CLXV_20,Pnc,Pnc,,8s,---,
1041,160,1,se,se,CLXV_21,Sub,Sub,si3,8s,---,C/(e)\
1042,160,2,mes,mes,CLXV_21,Det,Det,mon,8s,---,C/V\
1043,160,3,corps,corps,CLXV_21,N,N,,8s,---,C/V\
1044,160,4,de,de,CLXV_21,Pre,Pre,de,8s,---,C/(e)\
1045,160,5,vous,vous,CLXV_21,Prn,Prn,2pp,8s,---,C/V\
1046,160,6,se,se,CLXV_21,Prn,Prn$$,se,8s,---,C/(e)\
1047,160,7,depart,depart,CLXV_21,Vfin,Vfin,départir,8s,---,C/V\.'C/V\
1048,160,8,.,.,CLXV_21,Pnc,Pnc,,8s,---,
1049,161,1,d',d',CLXVI_1,Pre,Pre,de,8s,---,C/\
1050,161,2,une,une,CLXVI_1,QIs,QIs,un,8s,---,'/V\.C/(e)\
1051,161,3,si,si,CLXVI_1,Adv,Adv,si4,8s,---,C/V\
1052,161,4,vraie,vraie,CLXVI_1,Adj,Adj,vrai,8s,---,'C/V\./(e)\
1053,161,5,volenté,volenté,CLXVI_1,N,N,,8s,---,C/V\.C/V\.'C/V\
1054,162,1,m',m',CLXVI_2,Prn,Prn$$,1ps,8s,---,C/\
1055,162,2,a,a,CLXVI_2,Vfin,Vfin,avoir,8s,---,/V\
1056,162,3,loyal,loyal,CLXVI_2,Adj,Adj,,8s,---,C/V\.'C/V\
1057,162,4,amour,amour,CLXVI_2,N,N,,8s,---,/V\.'C/V\
1058,162,5,enrichi,enrichi,CLXVI_2,Vpp,Vpp,enrichir,8s,---,/V\.C/V\.'C/V\
1059,163,1,et,et,CLXVI_3,Crd,Crd,et,8s,---,/V\
1060,163,2,",",",",CLXVI_3,Pnc,Pnc,,8s,---,
1061,163,3,pour,pour,CLXVI_3,Pre,Pre,pour,8s,---,C/V\
1062,163,4,parfaire,parfaire,CLXVI_3,Vinf,Vinf,parfaire,8s,---,C/V\.'C/V\.C/(e)\
1063,163,5,loyauté,loyauté,CLXVI_3,N,N,,8s,---,C/V\.C/V\.'C/V\
1064,163,6,",",",",CLXVI_3,Pnc,Pnc,,8s,---,
1065,164,1,si,si,CLXVI_4,Adv,Adv,si4,8s,---,C/V\
1066,164,2,endoctriné,endoctriné,CLXVI_4,Vpp,Vpp,endoctriner,8s,---,/V\.C/V\.C/V\.'C/V\
1067,164,3,et,et,CLXVI_4,Crd,Crd,et,8s,---,/V\
1068,164,4,norri,norri,CLXVI_4,Vpp,Vpp,nourrir,8s,---,C/V\.'C/V\
1069,165,1,que,que,CLXVI_5,Sub,Sub,que,8s,---,C/(e)\
1070,165,2,",",",",CLXVI_5,Pnc,Pnc,,8s,---,
1071,165,3,comment,comment,CLXVI_5,Qux,Qux,comment,8s,---,C/V\.'C/V\
1072,165,4,que,que,CLXVI_5,Sub,Sub,que,8s,---,C/(e)\
1073,165,5,li,li,CLXVI_5,Det,Det,le,8s,---,C/V\
1074,165,6,corps,corps,CLXVI_5,N,N,,8s,---,C/V\
1075,165,7,de,de,CLXVI_5,Pre,Pre,de,8s,---,C/(e)\
1076,165,8,mi,mi,CLXVI_5,Prn,Prn,moi,8s,---,C/V\
1077,166,1,preingne,preingne,CLXVI_6,Vfin,Vfin,prendre,8s,---,'C/V\.C/(e)\
1078,166,2,ensus,ensus,CLXVI_6,PrA,PrA,ensus,8s,---,/V\.'C/V\
1079,166,3,de,de,CLXVI_6,Pre,Pre,de,8s,---,C/(e)\
1080,166,4,vous,vous,CLXVI_6,Prn,Prn,2pp,8s,---,C/V\
1081,166,5,sa,sa,CLXVI_6,Det,Det,son4,8s,---,C/V\
1082,166,6,demeure,demeure,CLXVI_6,N,N,,8s,---,C/V\.'C/V\.C/(e)\
1083,166,7,",",",",CLXVI_6,Pnc,Pnc,,8s,---,
1084,167,1,ma,ma,CLXVI_7,Det,Det,mon,8s,---,C/V\
1085,167,2,dame,dame,CLXVI_7,N,N,,8s,---,'C/V\.C/(e)\
1086,167,3,",",",",CLXVI_7,Pnc,Pnc,,8s,---,
1087,167,4,li,li,CLXVI_7,Det,Det,le,8s,---,C/V\
1088,167,5,cuers,cuers,CLXVI_7,N,N,,8s,---,C/V\
1089,167,6,vous,vous,CLXVI_7,Prn,Prn$$,2pp,8s,---,C/V\
1090,167,7,demeure,demeure,CLXVI_7,Vfin,Vfin,demeurer,8s,---,C/V\.'C/V\.C/(e)\
1091,167,8,",",",",CLXVI_7,Pnc,Pnc,,8s,---,
1092,168,1,comme,comme,CLXVI_8,Sub,Sub,comme,8s,---,'C/V\.C/(e)\
1093,168,2,cilz,cilz,CLXVI_8,Dem,Dem,cil,8s,---,C/V\
1094,168,3,qui,qui,CLXVI_8,Qux,Qux,qui,8s,---,C/V\
1095,168,4,vostre,vostre,CLXVI_8,Det,Det,votre,8s,---,'C/V\.C/(e)\
1096,168,5,bonté,bonté,CLXVI_8,N,N,,8s,---,C/V\.'C/V\
1097,169,1,sert,sert,CLXVI_9,Vfin,Vfin,servir,8s,---,C/V\
1098,169,2,",",",",CLXVI_9,Pnc,Pnc,,8s,---,
1099,169,3,aour,aour,CLXVI_9,Vfin,Vfin,aorer,8s,---,/(V)\.'/V\
1100,169,4,et,et,CLXVI_9,Crd,Crd,et,8s,---,/V\
1101,169,5,prie,prie,CLXVI_9,Vfin,Vfin,prier,8s,---,'C/V\./(e)\
1102,169,6,merci,merci,CLXVI_9,N,N,,8s,---,C/V\.'C/V\
1103,169,7,.,.,CLXVI_9,Pnc,Pnc,,8s,---,
1104,170,1,nompourquant,nompourquant,CLXVI_10,Adv,Adv,nonpourquant,8s,---,C/V\.C/V\.'C/V\
1105,170,2,vo,vo,CLXVI_10,Det,Det,votre,8s,---,C/V\
1106,170,3,fine,fine,CLXVI_10,Adj,Adj,fin2,8s,---,'C/V\.C/(e)\
1107,170,4,beauté,beauté,CLXVI_10,N,N,,8s,---,C/V\.'C/V\
1108,171,1,ne,ne,CLXVI_11,Neg,Neg,ne,8s,---,C/(e)\
1109,171,2,puis,puis,CLXVI_11,Vfin,Vfin,pouvoir2,8s,---,C/V\
1110,171,3,veoir,veoir,CLXVI_11,Vinf,Vinf,voir,8s,---,C/(V)\.'/V\
1111,171,4,;,;,CLXVI_11,Pnc,Pnc,,8s,---,
1112,171,5,dont,dont,CLXVI_11,Qux,Qux,dont,8s,---,C/V\
1113,171,6,je,je,CLXVI_11,Prn,Prn$,je,8s,---,C/(e)\
1114,171,7,langui,langui,CLXVI_11,Vfin,Vfin,languir,8s,---,C/V\.'C/V\
1115,172,1,en,en,CLXVI_12,Pre,Pre,en,8s,---,/V\
1116,172,2,joliveté,joliveté,CLXVI_12,N,N,,8s,---,C/V\.C/V\.C/e\.'C/V\
1117,172,3,",",",",CLXVI_12,Pnc,Pnc,,8s,---,
1118,172,4,si,si,CLXVI_12,Adv,Adv,si4,8s,---,C/V\
1119,172,5,qu',qu',CLXVI_12,Sub,Sub,que,8s,---,C/\
1120,172,6,einsi,einsi,CLXVI_12,Adv,Adv,ainsi,8s,---,/V\.'C/V\
1121,173,1,tout,tout,CLXVI_13,QIs,QIs,tout,8s,---,C/V\
1122,173,2,adés,adés,CLXVI_13,Adv,Adv,adès,8s,---,/V\.'C/V\
1123,173,3,",",",",CLXVI_13,Pnc,Pnc,,8s,---,
1124,173,4,se,se,CLXVI_13,Sub,Sub,si3,8s,---,C/(e)\
1125,173,5,diex,diex,CLXVI_13,N,N,,8s,---,C/V\
1126,173,6,me,me,CLXVI_13,Prn,Prn$$,1ps,8s,---,C/(e)\
1127,173,7,sequeure,sequeure,CLXVI_13,Vfin,Vfin,secourir,8s,---,C/V\.'C/V\.C/(e)\
1128,173,8,",",",",CLXVI_13,Pnc,Pnc,,8s,---,
1129,174,1,ma,ma,CLXVI_14,Det,Det,mon,8s,---,C/V\
1130,174,2,dame,dame,CLXVI_14,N,N,,8s,---,'C/V\.C/(e)\
1131,174,3,",",",",CLXVI_14,Pnc,Pnc,,8s,---,
1132,174,4,li,li,CLXVI_14,Det,Det,le,8s,---,C/V\
1133,174,5,cuers,cuers,CLXVI_14,N,N,,8s,---,C/V\
1134,174,6,vous,vous,CLXVI_14,Prn,Prn$$,2pp,8s,---,C/V\
1135,174,7,demeure,demeure,CLXVI_14,Vfin,Vfin,demeurer,8s,---,C/V\.'C/V\.C/(e)\
1136,174,8,.,.,CLXVI_14,Pnc,Pnc,,8s,---,
1137,175,1,et,et,CLXVI_15,Crd,Crd,et,8s,---,/V\
1138,175,2,puis,puis,CLXVI_15,PrA,PrA,puis,8s,---,C/V\
1139,175,3,que,que,CLXVI_15,Sub,Sub,que,8s,---,C/(e)\
1140,175,4,j',j',CLXVI_15,Prn,Prn$,je,8s,---,C/\
1141,175,5,aim,aim,CLXVI_15,Vfin,Vfin,aimer,8s,---,/V\
1142,175,6,sans,sans,CLXVI_15,Pre,Pre,sans,8s,---,C/V\
1143,175,7,fausseté,fausseté,CLXVI_15,N,N,,8s,---,C/V\.C/e\.'C/V\
1144,175,8,",",",",CLXVI_15,Pnc,Pnc,,8s,---,
1145,176,1,a,a,CLXVI_16,Pre,Pre,à,8s,---,/V\
1146,176,2,loy,loy,CLXVI_16,N,N,,8s,---,C/V\
1147,176,3,de,de,CLXVI_16,Pre,Pre,de,8s,---,C/(e)\
1148,176,4,tres,tres,CLXVI_16,Adv,Adv,très,8s,---,C/V\
1149,176,5,loyal,loyal,CLXVI_16,Adj,Adj,,8s,---,C/V\.'C/V\
1150,176,6,ami,ami,CLXVI_16,N,N,,8s,---,/V\.'C/V\
1151,177,1,qui,qui,CLXVI_17,Qux,Qux,qui,8s,---,C/V\
1152,177,2,vueil,vueil,CLXVI_17,Vfin,Vfin,vouloir,8s,---,C/V\
1153,177,3,faire,faire,CLXVI_17,Vinf,Vinf,faire,8s,---,'C/V\.C/(e)\
1154,177,4,tout,tout,CLXVI_17,QIs,QIs,tout,8s,---,C/V\
1155,177,5,vostre,vostre,CLXVI_17,Det,Det,votre,8s,---,'C/V\.C/(e)\
1156,177,6,gré,gré,CLXVI_17,N,N,,8s,---,C/V\
1157,177,7,",",",",CLXVI_17,Pnc,Pnc,,8s,---,
1158,178,1,pour,pour,CLXVI_18,Pre,Pre,pour,8s,---,C/V\
1159,178,2,dieu,dieu,CLXVI_18,N,N,,8s,---,C/V\
1160,178,3,",",",",CLXVI_18,Pnc,Pnc,,8s,---,
1161,178,4,à,à,CLXVI_18,Pre,Pre,à,8s,---,/V\
1162,178,5,mains,mains,CLXVI_18,N,N,,8s,---,C/V\
1163,178,6,jointes,jointes,CLXVI_18,Vpp,Vpp,joindre,8s,---,'C/V\.C/e\
1164,178,7,",",",",CLXVI_18,Pnc,Pnc,,8s,---,
1165,178,8,vous,vous,CLXVI_18,Prn,Prn$$,2pp,8s,---,C/V\
1166,178,9,pri,pri,CLXVI_18,Vfin,Vfin,prier,8s,---,C/V\
1167,179,1,que,que,CLXVI_19,Sub,Sub,que,8s,---,C/(e)\
1168,179,2,de,de,CLXVI_19,Pre,Pre,de,8s,---,C/(e)\
1169,179,3,vous,vous,CLXVI_19,Prn,Prn,2pp,8s,---,C/V\
1170,179,4,ne,ne,CLXVI_19,Neg,Neg,ne,8s,---,C/(e)\
1171,179,5,soie,soie,CLXVI_19,Vfin,Vfin,être,8s,---,'C/V\./(e)\
1172,179,6,en,en,CLXVI_19,Pre,Pre,en,8s,---,/V\
1173,179,7,oubli,oubli,CLXVI_19,N,N,,8s,---,/V\.'C/V\
1174,179,8,",",",",CLXVI_19,Pnc,Pnc,,8s,---,
1175,180,1,car,car,CLXVI_20,Crd,Crd,car,8s,---,C/V\
1176,180,2,en,en,CLXVI_20,Pre,Pre,en,8s,---,/V\
1177,180,3,tous,tous,CLXVI_20,QIs,QIs,tous,8s,---,C/V\
1178,180,4,temps,temps,CLXVI_20,N,N,,8s,---,C/V\
1179,180,5,et,et,CLXVI_20,Crd,Crd,et,8s,---,/V\
1180,180,6,à,à,CLXVI_20,Pre,Pre,à,8s,---,/V\
1181,180,7,toute,toute,CLXVI_20,QIs,QIs,tout,8s,---,'C/V\.C/(e)\
1182,180,8,heure,heure,CLXVI_20,N,N,,8s,---,'/V\.C/(e)\
1183,180,9,",",",",CLXVI_20,Pnc,Pnc,,8s,---,
1184,181,1,ma,ma,CLXVI_21,Det,Det,mon,8s,---,C/V\
1185,181,2,dame,dame,CLXVI_21,N,N,,8s,---,'C/V\.C/(e)\
1186,181,3,",",",",CLXVI_21,Pnc,Pnc,,8s,---,
1187,181,4,li,li,CLXVI_21,Det,Det,le,8s,---,C/V\
1188,181,5,cuers,cuers,CLXVI_21,N,N,,8s,---,C/V\
1189,181,6,vous,vous,CLXVI_21,Prn,Prn$$,2pp,8s,---,C/V\
1190,181,7,demeure,demeure,CLXVI_21,Vfin,Vfin,demeurer,8s,---,C/V\.'C/V\.C/(e)\
1191,181,8,.,.,CLXVI_21,Pnc,Pnc,,8s,---,
1192,182,1,se,se,VI_1,Sub,Sub,si3,10s,---,C/(e)\
1193,182,2,je,je,VI_1,Prn,Prn$,je,10s,---,C/(e)\
1194,182,3,ne,ne,VI_1,Neg,Neg,ne,10s,---,C/(e)\
1195,182,4,sçay,sçay,VI_1,Vfin,Vfin,savoir,10s,---,C/V\
1196,182,5,que,que,VI_1,Sub,Sub,que,10s,---,C/(e)\
1197,182,6,c',c',VI_1,Prn,Prn$,ce,10s,---,C/\
1198,182,7,est,est,VI_1,Vfin,Vfin,être,10s,---,/V\
1199,182,8,joie,joie,VI_1,N,N,,10s,---,'C/V\./(e)\
1200,182,9,d',d',VI_1,Pre,Pre,de,10s,---,C/\
1201,182,10,ami,ami,VI_1,N,N,,10s,---,/V\.'C/V\
1202,183,1,ne,ne,VI_2,Crd,Crd,ne2,10s,---,C/(e)\
1203,183,2,quelz,quelz,VI_2,QIs,QIs,quel,10s,---,C/V\
1204,183,3,biens,biens,VI_2,N,N,bien,10s,---,C/V\
1205,183,4,est,est,VI_2,Vfin,Vfin,être,10s,---,/V\
1206,183,5,de,de,VI_2,Pre,Pre,de,10s,---,C/(e)\
1207,183,6,merci,merci,VI_2,N,N,,10s,---,C/V\.'C/V\
1208,183,7,la,la,VI_2,Det,Det,le,10s,---,C/V\
1209,183,8,douçour,douçour,VI_2,N,N,,10s,---,C/V\.'C/V\
1210,183,9,",",",",VI_2,Pnc,Pnc,,10s,---,
1211,184,1,si,si,VI_3,Adv,Adv,si4,10s,---,C/V\
1212,184,2,n',n',VI_3,Neg,Neg,ne,10s,---,C/\
1213,184,3,ay,ay,VI_3,Vfin,Vfin,avoir,10s,---,/V\
1214,184,4,je,je,VI_3,Prn,Prn%,je,10s,---,C/(e)\
1215,184,5,pas,pas,VI_3,Neg,Neg,pas,10s,---,C/V\
1216,184,6,pour,pour,VI_3,Pre,Pre,pour,10s,---,C/V\
1217,184,7,ce,ce,VI_3,Prn,Prn,ce,10s,---,C/(e)\
1218,184,8,mis,mis,VI_3,Vpp,Vpp,mettre,10s,---,C/V\
1219,184,9,en,en,VI_3,Pre,Pre,en,10s,---,/V\
1220,184,10,oubli,oubli,VI_3,N,N,,10s,---,/V\.'C/V\
1221,185,1,que,que,VI_4,Sub,Sub,que,10s,---,C/(e)\
1222,185,2,je,je,VI_4,Prn,Prn$,je,10s,---,C/(e)\
1223,185,3,n',n',VI_4,Neg,Neg,ne,10s,---,C/\
1224,185,4,aimme,aimme,VI_4,Vfin,Vfin,aimer,10s,---,'/V\.C/(e)\
1225,185,5,de,de,VI_4,Pre,Pre,de,10s,---,C/(e)\
1226,185,6,tres,tres,VI_4,Adv,Adv,très,10s,---,C/V\
1227,185,7,loyal,loyal,VI_4,Adj,Adj,,10s,---,C/V\.'C/V\
1228,185,8,amour,amour,VI_4,N,N,,10s,---,/V\.'C/V\
1229,186,1,et,et,VI_5,Crd,Crd,et,10s,---,/V\
1230,186,2,que,que,VI_5,Sub,Sub,que,10s,---,C/(e)\
1231,186,3,toudis,toudis,VI_5,N,N,,10s,---,C/V\.'C/V\
1232,186,4,ne,ne,VI_5,Neg,Neg,ne,10s,---,C/(e)\
1233,186,5,serve,serve,VI_5,Vfin,Vfin,servir,10s,---,'C/V\.C/(e)\
1234,186,6,sans,sans,VI_5,Pre,Pre,sans,10s,---,C/V\
1235,186,7,sejour,sejour,VI_5,N,N,,10s,---,C/V\.'C/V\
1236,186,8,",",",",VI_5,Pnc,Pnc,,10s,---,
1237,187,1,a,a,VI_6,Pre,Pre,à,10s,---,/V\
1238,187,2,mon,mon,VI_6,Det,Det,mon,10s,---,C/V\
1239,187,3,pooir,pooir,VI_6,N,N,pouvoir,10s,---,C/V\.'C/V\
1240,187,4,",",",",VI_6,Pnc,Pnc,,10s,---,
1241,187,5,de,de,VI_6,Pre,Pre,de,10s,---,C/(e)\
1242,187,6,cuer,cuer,VI_6,N,N,,10s,---,C/V\
1243,187,7,",",",",VI_6,Pnc,Pnc,,10s,---,
1244,187,8,de,de,VI_6,Pre,Pre,de,10s,---,C/(e)\
1245,187,9,corps,corps,VI_6,N,N,,10s,---,C/V\
1246,187,10,et,et,VI_6,Crd,Crd,et,10s,---,/V\
1247,187,11,d',d',VI_6,Pre,Pre,de,10s,---,C/\
1248,187,12,ame,ame,VI_6,N,N,,10s,---,'/V\.C/(e)\
1249,187,13,",",",",VI_6,Pnc,Pnc,,10s,---,
1250,188,1,au,au,VI_7,Pre+Det,Pre+Det,à.le,10s,---,/V\
1251,188,2,gré,gré,VI_7,N,N,,10s,---,C/V\
1252,188,3,d',d',VI_7,Pre,Pre,de,10s,---,C/\
1253,188,4,amours,amours,VI_7,N,N,,10s,---,/V\.'C/V\
1254,188,5,et,et,VI_7,Crd,Crd,et,10s,---,/V\
1255,188,6,a,a,VI_7,Pre,Pre,à,10s,---,/V\
1256,188,7,l',l',VI_7,Det,Det,le,10s,---,C/\
1257,188,8,onneur,onneur,VI_7,N,N,,10s,---,/V\.'C/V\
1258,188,9,ma,ma,VI_7,Det,Det,mon,10s,---,C/V\
1259,188,10,dame,dame,VI_7,N,N,,10s,---,'C/V\.C/(e)\
1260,188,11,",",",",VI_7,Pnc,Pnc,,10s,---,
1261,189,1,comment,comment,VI_8,Qux,Qux,comment,10s,---,C/V\.'C/V\
1262,189,2,que,que,VI_8,Sub,Sub,que,10s,---,C/(e)\
1263,189,3,j',j',VI_8,Prn,Prn$,je,10s,---,C/\
1264,189,4,aie,aie,VI_8,Vfin,Vfin,avoir,10s,---,'/V\./(e)\
1265,189,5,en,en,VI_8,Pre,Pre,en,10s,---,/V\
1266,189,6,desirant,desirant,VI_8,Vprs,Vprs,désirer,10s,---,C/V\.C/V\.'C/V\
1267,189,7,langui,langui,VI_8,Vpp,Vpp,languir,10s,---,C/V\.'C/V\
1268,190,1,moult,moult,VI_9,QIs,QIs,moult,10s,---,C/V\
1269,190,2,longuement,longuement,VI_9,Adv,Adv,,10s,---,C/V\.C/e\.'C/V\
1270,190,3,en,en,VI_9,Pre,Pre,en,10s,---,/V\
1271,190,4,tristece,tristece,VI_9,N,N,,10s,---,C/V\.'C/V\.C/(e)\
1272,190,5,et,et,VI_9,Crd,Crd,et,10s,---,/V\
1273,190,6,en,en,VI_9,Pre,Pre,en,10s,---,/V\
1274,190,7,plour,plour,VI_9,N,N,,10s,---,C/V\
1275,190,8,;,;,VI_9,Pnc,Pnc,,10s,---,
1276,191,1,dont,dont,VI_10,Qux,Qux,dont,10s,---,C/V\
1277,191,2,j',j',VI_10,Prn,Prn$,je,10s,---,C/\
1278,191,3,ay,ay,VI_10,Vfin,Vfin,avoir,10s,---,/V\
1279,191,4,perdu,perdu,VI_10,Vpp,Vpp,perdre,10s,---,C/V\.'C/V\
1280,191,5,si,si,VI_10,Adv,Adv,si4,10s,---,C/V\
1281,191,6,le,le,VI_10,Det,Det,le,10s,---,C/(e)\
1282,191,7,pouoir,pouoir,VI_10,N,N,pouvoir,10s,---,C/V\.'C/V\
1283,191,8,de,de,VI_10,Pre,Pre,de,10s,---,C/(e)\
1284,191,9,my,my,VI_10,Prn,Prn,moi,10s,---,C/V\
1285,191,10,",",",",VI_10,Pnc,Pnc,,10s,---,
1286,192,1,que,que,VI_11,Sub,Sub,que,10s,---,C/(e)\
1287,192,2,je,je,VI_11,Prn,Prn$,je,10s,---,C/(e)\
1288,192,3,n',n',VI_11,Neg,Neg,ne,10s,---,C/\
1289,192,4,ay,ay,VI_11,Vfin,Vfin,avoir,10s,---,/V\
1290,192,5,mais,mais,VI_11,Adv,Adv,mais,10s,---,C/V\
1291,192,6,maniere,maniere,VI_11,N,N,,10s,---,C/V\.'C/V\.C/(e)\
1292,192,7,ne,ne,VI_11,Crd,Crd,ne2,10s,---,C/(e)\
1293,192,8,vigour,vigour,VI_11,N,N,,10s,---,C/V\.'C/V\
1294,192,9,.,.,VI_11,Pnc,Pnc,,10s,---,
1295,193,1,pour,pour,VI_12,Pre,Pre,pour,10s,---,C/V\
1296,193,2,ce,ce,VI_12,Prn,Prn,ce,10s,---,C/(e)\
1297,193,3,vueil,vueil,VI_12,Vfin,Vfin,vouloir,10s,---,C/V\
1298,193,4,bien,bien,VI_12,Adv,Adv,bien,10s,---,C/V\
1299,193,5,morir,morir,VI_12,Vinf,Vinf,mourir,10s,---,C/V\.'C/V\
1300,193,6,de,de,VI_12,Pre,Pre,de,10s,---,C/(e)\
1301,193,7,la,la,VI_12,Det,Det,le,10s,---,C/V\
1302,193,8,dolour,dolour,VI_12,N,N,,10s,---,C/V\.'C/V\
1303,194,1,qui,qui,VI_13,Qux,Qux,qui,10s,---,C/V\
1304,194,2,par,par,VI_13,Pre,Pre,par,10s,---,C/V\
1305,194,3,desir,desir,VI_13,N,N,,10s,---,C/V\.'C/V\
1306,194,4,mon,mon,VI_13,Det,Det,mon,10s,---,C/V\
1307,194,5,cuer,cuer,VI_13,N,N,,10s,---,C/V\
1308,194,6,d',d',VI_13,Pre,Pre,de,10s,---,C/\
1309,194,7,amer,amer,VI_13,Vinf,Vinf,aimer,10s,---,/V\.'C/V\
1310,194,8,enflame,enflame,VI_13,Vfin,Vfin,enflammer,10s,---,/V\.'C/V\.C/(e)\
1311,194,9,",",",",VI_13,Pnc,Pnc,,10s,---,
1312,195,1,au,au,VI_14,Pre+Det,Pre+Det,à.le,10s,---,/V\
1313,195,2,gré,gré,VI_14,N,N,,10s,---,C/V\
1314,195,3,d',d',VI_14,Pre,Pre,de,10s,---,C/\
1315,195,4,amours,amours,VI_14,N,N,,10s,---,/V\.'C/V\
1316,195,5,et,et,VI_14,Crd,Crd,et,10s,---,/V\
1317,195,6,a,a,VI_14,Pre,Pre,à,10s,---,/V\
1318,195,7,l',l',VI_14,Det,Det,le,10s,---,C/\
1319,195,8,onneur,onneur,VI_14,N,N,,10s,---,/V\.'C/V\
1320,195,9,ma,ma,VI_14,Det,Det,mon,10s,---,C/V\
1321,195,10,dame,dame,VI_14,N,N,,10s,---,'C/V\.C/(e)\
1322,195,11,.,.,VI_14,Pnc,Pnc,,10s,---,
1323,196,1,mais,mais,VI_15,Crd,Crd,mais,10s,---,C/V\
1324,196,2,tost,tost,VI_15,Adv,Adv,tôt,10s,---,C/V\
1325,196,3,m',m',VI_15,Prn,Prn$$,1ps,10s,---,C/\
1326,196,4,arient,arient,VI_15,Vfin,Vfin,avoir,10s,---,/V\.'C/V\
1327,196,5,par,par,VI_15,Pre,Pre,par,10s,---,C/V\
1328,196,6,franchise,franchise,VI_15,N,N,,10s,---,C/V\.'C/V\.C/(e)\
1329,196,7,gari,gari,VI_15,Vpp,Vpp,guérir,10s,---,C/V\.'C/V\
1330,197,1,grace,grace,VI_16,N,N,,10s,---,'C/V\.C/(e)\
1331,197,2,et,et,VI_16,Crd,Crd,et,10s,---,/V\
1332,197,3,pité,pité,VI_16,N,N,,10s,---,C/V\.'C/V\
1333,197,4,de,de,VI_16,Pre,Pre,de,10s,---,C/(e)\
1334,197,5,toute,toute,VI_16,QIs,QIs,tout,10s,---,'C/V\.C/(e)\
1335,197,6,ma,ma,VI_16,Det,Det,mon,10s,---,C/V\
1336,197,7,langour,langour,VI_16,N,N,,10s,---,C/V\.'C/V\
1337,197,8,",",",",VI_16,Pnc,Pnc,,10s,---,
1338,198,1,s',s',VI_17,Sub,Sub,si3,10s,---,C/\
1339,198,2,.j.,.j.,VI_17,QIs,QIs,un,10s,---,/V\
1340,198,3,ferme,ferme,VI_17,Adj,Adj,,10s,---,'C/V\.C/(e)\
1341,198,4,espoir,espoir,VI_17,Adv,Adv,espoir2,10s,---,/V\.'C/V\
1342,198,5,avoie,avoie,VI_17,Vfin,Vfin,avoir,10s,---,/V\.'C/V\./(e)\
1343,198,6,de,de,VI_17,Pre,Pre,de,10s,---,C/(e)\
1344,198,7,merci,merci,VI_17,N,N,,10s,---,C/V\.'C/V\
1345,199,1,dont,dont,VI_18,Qux,Qux,dont,10s,---,C/V\
1346,199,2,je,je,VI_18,Prn,Prn$,je,10s,---,C/(e)\
1347,199,3,me,me,VI_18,Prn,Prn$$,1ps,10s,---,C/(e)\
1348,199,4,truis,truis,VI_18,Vfin,Vfin,trouver,10s,---,C/V\
1349,199,5,plus,plus,VI_18,Adv,Adv,plus,10s,---,C/V\
1350,199,6,loing,loing,VI_18,Adv,Adv,loin,10s,---,C/V\
1351,199,7,de,de,VI_18,Pre,Pre,de,10s,---,C/(e)\
1352,199,8,jour,jour,VI_18,N,N,,10s,---,C/V\
1353,199,9,en,en,VI_18,Pre,Pre,en,10s,---,/V\
1354,199,10,jour,jour,VI_18,N,N,,10s,---,C/V\
1355,199,11,.,.,VI_18,Pnc,Pnc,,10s,---,
1356,200,1,mais,mais,VI_19,Crd,Crd,mais,10s,---,C/V\
1357,200,2,je,je,VI_19,Prn,Prn$,je,10s,---,C/(e)\
1358,200,3,n',n',VI_19,Neg,Neg,ne,10s,---,C/\
1359,200,4,en,en,VI_19,Prn,Prn$$,en2,10s,---,/V\
1360,200,5,quier,quier,VI_19,Vfin,Vfin,quérir,10s,---,C/V\
1361,200,6,garison,garison,VI_19,N,N,,10s,---,C/V\.C/V\.'C/V\
1362,200,7,par,par,VI_19,Pre,Pre,par,10s,---,C/V\
1363,200,8,nul,nul,VI_19,QIs,QIs,nul,10s,---,C/V\
1364,200,9,tour,tour,VI_19,N,N,,10s,---,C/V\
1365,200,10,",",",",VI_19,Pnc,Pnc,,10s,---,
1366,201,1,se,se,VI_20,Sub,Sub,si3,10s,---,C/(e)\
1367,201,2,ce,ce,VI_20,Prn,Prn$,ce,10s,---,C/(e)\
1368,201,3,n',n',VI_20,Neg,Neg,ne,10s,---,C/\
1369,201,4,est,est,VI_20,Vfin,Vfin,être,10s,---,/V\
1370,201,5,dont,dont,VI_20,Qux,Qux,dont,10s,---,C/V\
1371,201,6,que,que,VI_20,Sub,Sub,que,10s,---,C/(e)\
1372,201,7,je,je,VI_20,Prn,Prn$,je,10s,---,C/(e)\
1373,201,8,l',l',VI_20,Prn,Prn$$,3p,10s,---,C/\
1374,201,9,aie,aie,VI_20,Vfin,Vfin,avoir,10s,---,'/V\./(e)\
1375,201,10,sans,sans,VI_20,Pre,Pre,sans,10s,---,C/V\
1376,201,11,blasme,blasme,VI_20,N,N,,10s,---,'C/V\.C/(e)\
1377,201,12,",",",",VI_20,Pnc,Pnc,,10s,---,
1378,202,1,au,au,VI_21,Pre+Det,Pre+Det,à.le,10s,---,/V\
