wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,lemma,versetype,subtype,syllabified,ref,tei_right,tei_left
2311,340,2,une,une,???(2p528)_39,QIs,QIs,un,mix,---,'/V\.C/(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 143",,
2312,340,3,attire,attire,???(2p528)_39,N,N,attire,mix,---,/V\.'C/V\.C/(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 143",,
2313,340,4,",",",",???(2p528)_39,Pnc,Pnc,",",mix,---,,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 143",</l>,
2314,341,1,fort,fort,???(2p528)_40,Adv,Adv,fort,mix,---,C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 144",,<l n=&quot;144&quot;>
2315,341,2,bien,bien,???(2p528)_40,Adv,Adv,bien,mix,---,C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 144",,
2316,341,3,visé,visé,???(2p528)_40,Vpp,Vpp,viser,mix,---,C/V\.'C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 144",,
2317,341,4,a,a,???(2p528)_40,Pre,Pre,à,mix,---,/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 144",,
2318,341,5,ton,ton,???(2p528)_40,Det,Det,ton2,mix,---,C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 144",,
2319,341,6,fait,fait,???(2p528)_40,N,N,fait,mix,---,C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 144",,
2320,341,7,.,.,???(2p528)_40,Pnc,Pnc,.,mix,---,,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 144",</l></lg>,
2321,342,1,mais,mais,???(2p528)_41,Crd,Crd,mais,mix,---,C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 145",,<lg type=&quot;stanza&quot;><l n=&quot;145&quot;>
2322,342,2,mon,mon,???(2p528)_41,Det,Det,mon,mix,---,C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 145",,
2323,342,3,coeur,coeur,???(2p528)_41,N,N,coeur,mix,---,C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 145",,
2324,342,4,en,en,???(2p528)_41,Prn,Prn$$,en2,mix,---,/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 145",,
2325,342,5,est,est,???(2p528)_41,Vfin,Vfin,être,mix,---,/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 145",,
2326,342,6,desfaict,desfaict,???(2p528)_41,Vpp,Vpp,défaire,mix,---,C/V\.'C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 145",,
2327,342,7,",",",",???(2p528)_41,Pnc,Pnc,",",mix,---,,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 145",</l>,
2328,343,1,tout,tout,???(2p528)_42,QIs,QIs,tout,mix,---,C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 146",,<l n=&quot;146&quot;>
2329,343,2,fourtait,fourtait,???(2p528)_42,Vpp,Vpp,forfaire,mix,---,C/V\.'C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 146",,
2330,343,3,",",",",???(2p528)_42,Pnc,Pnc,",",mix,---,,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 146",,
2331,343,4,tout,tout,???(2p528)_42,QIs,QIs,tout,mix,---,C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 146",,
2332,343,5,contrefait,contrefait,???(2p528)_42,Vpp,Vpp,contrefaire,mix,---,C/V\.C/e\.'C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 146",,
2333,343,6,;,;,???(2p528)_42,Pnc,Pnc,;,mix,---,,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 146",</l>,
2334,344,1,se,se,???(2p528)_43,Sub,Sub,si3,mix,---,C/(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 147",,<l n=&quot;147&quot;>
2335,344,2,du,du,???(2p528)_43,Pre+Det,Pre+Det,de.le,mix,---,C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 147",,
2336,344,3,facteur,facteur,???(2p528)_43,N,N,fauteur,mix,---,C/V\.'C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 147",,
2337,344,4,tres,tres,???(2p528)_43,Adv,Adv,très,mix,---,C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 147",,
2338,344,5,parfait,parfait,???(2p528)_43,Vpp,Vpp,parfaire,mix,---,C/V\.'C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 147",</l>,
2339,345,1,n',n',???(2p528)_44,Neg,Neg,ne,mix,---,C/\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 148",,<l n=&quot;148&quot;>
2340,345,2,est,est,???(2p528)_44,Vfin,Vfin,être,mix,---,/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 148",,
2341,345,3,refait,refait,???(2p528)_44,Vpp,Vpp,refaire,mix,---,C/V\.'C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 148",,
2342,345,4,",",",",???(2p528)_44,Pnc,Pnc,",",mix,---,,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 148",</l>,
2343,346,1,je,je,???(2p528)_45,Prn,Prn$,je,mix,---,C/(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 149",,<l n=&quot;149&quot;>
2344,346,2,suis,suis,???(2p528)_45,Vfin,Vfin,être,mix,---,C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 149",,
2345,346,3,pis,pis,???(2p528)_45,Adv,Adv,pis2,mix,---,C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 149",,
2346,346,4,que,que,???(2p528)_45,Sub,Sub,que,mix,---,C/(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 149",,
2347,346,5,a,a,???(2p528)_45,Pre,Pre,à,mix,---,/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 149",,
2348,346,6,mort,mort,???(2p528)_45,N,N,mort,mix,---,C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 149",,
2349,346,7,navree,navree,???(2p528)_45,Vpp,Vpp,navrer,mix,---,C/V\.'C/V\./(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 149",,
2350,346,8,;,;,???(2p528)_45,Pnc,Pnc,;,mix,---,,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 149",</l>,
2351,347,1,joieuseté,joieuseté,???(2p528)_46,N,N,joyeuseté,mix,---,C/V\.C/V\.C/e\.'C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 150",,<l n=&quot;150&quot;>
2352,347,2,me,me,???(2p528)_46,Prn,Prn$$,me,mix,---,C/(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 150",,
2353,347,3,desplait,desplait,???(2p528)_46,Vfin,Vfin,déplaire,mix,---,C/V\.'C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 150",,
2354,347,4,",",",",???(2p528)_46,Pnc,Pnc,",",mix,---,,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 150",</l>,
2355,348,1,solas,solas,???(2p528)_47,N,N,soulas,mix,---,C/V\.'C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 151",,<l n=&quot;151&quot;>
2356,348,2,me,me,???(2p528)_47,Prn,Prn$$,me,mix,---,C/(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 151",,
2357,348,3,samble,samble,???(2p528)_47,Vfin,Vfin,sembler,mix,---,'C/V\.C/(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 151",,
2358,348,4,trop,trop,???(2p528)_47,Adv,Adv,trop,mix,---,C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 151",,
2359,348,5,lait,lait,???(2p528)_47,Adj,Adj,laid,mix,---,C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 151",,
2360,348,6,",",",",???(2p528)_47,Pnc,Pnc,",",mix,---,,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 151",</l>,
2361,349,1,deduit,deduit,???(2p528)_48,N,N,déduit,mix,---,C/V\.'C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 152",,<l n=&quot;152&quot;>
2362,349,2,plain,plain,???(2p528)_48,Adj,Adj,plein,mix,---,C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 152",,
2363,349,3,de,de,???(2p528)_48,Pre,Pre,de,mix,---,C/(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 152",,
2364,349,4,joieux,joieux,???(2p528)_48,Adj,Adj,joyeux,mix,---,C/V\.'C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 152",,
2365,349,5,plait,plait,???(2p528)_48,N,N,plaid,mix,---,C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 152",</l>,
2366,350,1,ne,ne,???(2p528)_49,Neg,Neg,ne,mix,---,C/(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 153",,<l n=&quot;153&quot;>
2367,350,2,me,me,???(2p528)_49,Prn,Prn$$,me,mix,---,C/(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 153",,
2368,350,3,plait,plait,???(2p528)_49,Vfin,Vfin,plaire,mix,---,C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 153",,
2369,350,4,",",",",???(2p528)_49,Pnc,Pnc,",",mix,---,,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 153",</l>,
2370,351,1,ma,ma,???(2p528)_50,Det,Det,mon,mix,---,C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 154",,<l n=&quot;154&quot;>
2371,351,2,face,face,???(2p528)_50,N,N,face,mix,---,'C/V\.C/(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 154",,
2372,351,3,est,est,???(2p528)_50,Vfin,Vfin,être,mix,---,/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 154",,
2373,351,4,desfiguree,desfiguree,???(2p528)_50,Vpp,Vpp,défigurer,mix,---,C/V\.C/V\.C/V\.'C/V\./(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 154",,
2374,351,5,.,.,???(2p528)_50,Pnc,Pnc,.,mix,---,,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 154",</l></lg>,
2375,352,1,je,je,???(2p528)_51,Prn,Prn$,je,mix,---,C/(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 155",,<lg type=&quot;stanza&quot;><l n=&quot;155&quot;>
2376,352,2,suis,suis,???(2p528)_51,Vfin,Vfin,être,mix,---,C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 155",,
2377,352,3,vesve,vesve,???(2p528)_51,N,N,veuve,mix,---,'C/V\.C/(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 155",,
2378,352,4,demouree,demouree,???(2p528)_51,Vpp,Vpp,demeurer,mix,---,C/V\.C/V\.'C/V\./(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 155",,
2379,352,5,",",",",???(2p528)_51,Pnc,Pnc,",",mix,---,,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 155",</l>,
2380,353,1,de,de,???(2p528)_52,Pre,Pre,de,mix,---,C/(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 156",,<l n=&quot;156&quot;>
2381,353,2,noir,noir,???(2p528)_52,Adj,Adj,noir,mix,---,C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 156",,
2382,353,3,",",",",???(2p528)_52,Pnc,Pnc,",",mix,---,,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 156",,
2383,353,4,non,non,???(2p528)_52,Neg,Neg,non,mix,---,C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 156",,
2384,353,5,point,point,???(2p528)_52,Neg,Neg,point2,mix,---,C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 156",,
2385,353,6,de,de,???(2p528)_52,Pre,Pre,de,mix,---,C/(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 156",,
2386,353,7,mouree,mouree,???(2p528)_52,Adj,Adj,moré,mix,---,C/V\.'C/V\./(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 156",,
2387,353,8,",",",",???(2p528)_52,Pnc,Pnc,",",mix,---,,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 156",</l>,
2388,354,1,portant,portant,???(2p528)_53,Vprs,Vprs,porter,mix,---,C/V\.'C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 157",,<l n=&quot;157&quot;>
2389,354,2,robbe,robbe,???(2p528)_53,N,N,robe,mix,---,'C/V\.C/(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 157",,
2390,354,3,coulouree,coulouree,???(2p528)_53,Vpp,Vpp,colorer,mix,---,C/V\.C/V\.'C/V\./(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 157",,
2391,354,4,",",",",???(2p528)_53,Pnc,Pnc,",",mix,---,,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 157",</l>,
2392,355,1,bien,bien,???(2p528)_54,Adv,Adv,bien,mix,---,C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 158",,<l n=&quot;158&quot;>
2393,355,2,fourree,fourree,???(2p528)_54,Vpp,Vpp,fourrer,mix,---,C/V\.'C/V\./(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 158",</l>,
2394,356,1,de,de,???(2p528)_55,Pre,Pre,de,mix,---,C/(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 159",,<pb n=&quot;530&quot;/><l n=&quot;159&quot;>
2395,356,2,cas,cas,???(2p528)_55,N,N,cas,mix,---,C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 159",,
2396,356,3,d',d',???(2p528)_55,Pre,Pre,de,mix,---,C/\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 159",,
2397,356,4,estrange,estrange,???(2p528)_55,Adj,Adj,étrange,mix,---,/V\.'C/V\.C/(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 159",,
2398,356,5,morsure,morsure,???(2p528)_55,N,N,morsure,mix,---,C/V\.'C/V\.C/(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 159",,
2399,356,6,;,;,???(2p528)_55,Pnc,Pnc,;,mix,---,,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 159",</l>,
2400,357,1,je,je,???(2p528)_56,Prn,Prn$,je,mix,---,C/(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 160",,<l n=&quot;160&quot;>
2401,357,2,me,me,???(2p528)_56,Prn,Prn$$,me,mix,---,C/(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 160",,
2402,357,3,voys,voys,???(2p528)_56,Vfin,Vfin,aller,mix,---,C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 160",,
2403,357,4,deesperee,deesperee,???(2p528)_56,Vpp,Vpp,desespérer,mix,---,C/V\.C/V\.C/e\.'C/V\./(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 160",,
2404,357,5,",",",",???(2p528)_56,Pnc,Pnc,",",mix,---,,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 160",</l>,
2405,358,1,mal,mal,???(2p528)_57,Adj,Adj,mal2,mix,---,C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 161",,<l n=&quot;161&quot;>
2406,358,2,euree,euree,???(2p528)_57,Adj,Adj,heuré,mix,---,/(V)\./V\.'C/V\./(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 161",,
2407,358,3,",",",",???(2p528)_57,Pnc,Pnc,",",mix,---,,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 161",,
2408,358,4,mal,mal,???(2p528)_57,Adv,Adv,mal3,mix,---,C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 161",,
2409,358,5,paree,paree,???(2p528)_57,Vpp,Vpp,parer,mix,---,C/V\.'C/V\./(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 161",,
2410,358,6,",",",",???(2p528)_57,Pnc,Pnc,",",mix,---,,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 161",</l>,
2411,359,1,mal,mal,???(2p528)_58,Adv,Adv,mal3,mix,---,C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 162",,<l n=&quot;162&quot;>
2412,359,2,arree,arree,???(2p528)_58,Vpp,Vpp,arroyer,mix,---,/V\.'C/V\./(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 162",,
2413,359,3,et,et,???(2p528)_58,Crd,Crd,et,mix,---,/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 162",,
2414,359,4,emplouree,emplouree,???(2p528)_58,Vpp,Vpp,empleurer,mix,---,/V\.C/V\.'C/V\./(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 162",,
2415,359,5,",",",",???(2p528)_58,Pnc,Pnc,",",mix,---,,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 162",</l>,
2416,360,1,esgaree,esgaree,???(2p528)_59,Vpp,Vpp,égarer,mix,---,/V\.C/V\.'C/V\./(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 163",,<l n=&quot;163&quot;>
2417,361,1,de,de,???(2p528)_60,Pre,Pre,de,mix,---,C/(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 164",</l>,
2418,361,2,joie,joie,???(2p528)_60,N,N,joie,mix,---,'C/V\./(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 164",,<l n=&quot;164&quot;>
2419,361,3,et,et,???(2p528)_60,Crd,Crd,et,mix,---,/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 164",,
2420,361,4,prés,prés,???(2p528)_60,PrA,PrA,près,mix,---,C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 164",,
2421,361,5,de,de,???(2p528)_60,Pre,Pre,de,mix,---,C/(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 164",,
2422,361,6,mort,mort,???(2p528)_60,N,N,mort,mix,---,C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 164",,
2423,361,7,sure,sure,???(2p528)_60,Adj,Adj,sûr,mix,---,'C/V\.C/(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 164",,
2424,361,8,.,.,???(2p528)_60,Pnc,Pnc,.,mix,---,,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 164",</l></lg>,
2425,362,1,sa,sa,???(2p528)_61,Det,Det,son4,mix,---,C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 165",,<lg type=&quot;stanza&quot;><l n=&quot;165&quot;>
2426,362,2,mortelle,mortelle,???(2p528)_61,Adj,Adj,mortel,mix,---,C/V\.'C/V\.C/(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 165",,
2427,362,3,entrelardure,entrelardure,???(2p528)_61,N,N,entrelardure,mix,---,/V\.C/e\.C/V\.'C/V\.C/(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 165",,
2428,362,4,",",",",???(2p528)_61,Pnc,Pnc,",",mix,---,,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 165",</l>,
2429,363,1,sa,sa,???(2p528)_62,Det,Det,son4,mix,---,C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 166",,<l n=&quot;166&quot;>
2430,363,2,laidure,laidure,???(2p528)_62,N,N,laidure,mix,---,C/V\.'C/V\.C/(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 166",,
2431,363,3,que,que,???(2p528)_62,Qux,Qux,que,mix,---,C/(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 166",,
2432,363,4,j',j',???(2p528)_62,Prn,Prn$,je,mix,---,C/\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 166",,
2433,363,5,endure,endure,???(2p528)_62,Vfin,Vfin,endurer,mix,---,/V\.'C/V\.C/(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 166",,
2434,363,6,",",",",???(2p528)_62,Pnc,Pnc,",",mix,---,,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 166",</l>,
2435,364,1,son,son,???(2p528)_63,Det,Det,son4,mix,---,C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 167",,<l n=&quot;167&quot;>
2436,364,2,ardure,ardure,???(2p528)_63,N,N,ardure,mix,---,/V\.'C/V\.C/(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 167",,
2437,364,3,qui,qui,???(2p528)_63,Qux,Qux,qui,mix,---,C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 167",,
2438,364,4,tant,tant,???(2p528)_63,QIs,QIs,tant,mix,---,C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 167",,
2439,364,5,dure,dure,???(2p528)_63,Vfin,Vfin,durer,mix,---,'C/V\.C/(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 167",,
2440,364,6,",",",",???(2p528)_63,Pnc,Pnc,",",mix,---,,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 167",</l>,
2441,365,1,m',m',???(2p528)_64,Prn,Prn$$,me,mix,---,C/\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 168",,<l n=&quot;168&quot;>
2442,365,2,est,est,???(2p528)_64,Vfin,Vfin,être,mix,---,/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 168",,
2443,365,3,tant,tant,???(2p528)_64,QIs,QIs,tant,mix,---,C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 168",,
2444,365,4,dure,dure,???(2p528)_64,Adj,Adj,dur,mix,---,'C/V\.C/(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 168",</l>,
2445,366,1,que,que,???(2p528)_65,Sub,Sub,que,mix,---,C/(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 169",,<l n=&quot;169&quot;>
2446,366,2,",",",",???(2p528)_65,Pnc,Pnc,",",mix,---,,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 169",,
2447,366,3,pour,pour,???(2p528)_65,Pre,Pre,pour,mix,---,C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 169",,
2448,366,4,le,le,???(2p528)_65,Det,Det,le,mix,---,C/(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 169",,
2449,366,5,bien,bien,???(2p528)_65,Adv,Adv,bien,mix,---,C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 169",,
2450,366,6,mettre,mettre,???(2p528)_65,Vinf,Vinf,mettre,mix,---,'C/V\.C/(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 169",,
2451,366,7,a,a,???(2p528)_65,Pre,Pre,à,mix,---,/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 169",,
2452,366,8,net,net,???(2p528)_65,Adj,Adj,net,mix,---,C/(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 169",,
2453,366,9,",",",",???(2p528)_65,Pnc,Pnc,",",mix,---,,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 169",</l>,
2454,367,1,ne,ne,???(2p528)_66,Neg,Neg,ne,mix,---,C/(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 170",,<l n=&quot;170&quot;>
2455,367,2,souffira,souffira,???(2p528)_66,Vfin,Vfin,suffire,mix,---,C/V\.C/V\.'C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 170",,
2456,367,3,la,la,???(2p528)_66,Det,Det,le,mix,---,C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 170",,
2457,367,4,facture,facture,???(2p528)_66,N,N,facture,mix,---,C/V\.'C/V\.C/(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 170",,
2458,367,5,",",",",???(2p528)_66,Pnc,Pnc,",",mix,---,,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 170",</l>,
2459,368,1,l',l',???(2p528)_67,Det,Det,le,mix,---,C/\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 171",,<l n=&quot;171&quot;>
2460,368,2,escripture,escripture,???(2p528)_67,N,N,écriture,mix,---,/V\.C/V\.'C/V\.C/(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 171",,
2461,368,3,",",",",???(2p528)_67,Pnc,Pnc,",",mix,---,,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 171",,
2462,368,4,la,la,???(2p528)_67,Det,Det,le,mix,---,C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 171",,
2463,368,5,painture,painture,???(2p528)_67,N,N,peinture,mix,---,C/V\.'C/V\.C/(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 171",,
2464,368,6,",",",",???(2p528)_67,Pnc,Pnc,",",mix,---,,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 171",</l>,
2465,369,1,la,la,???(2p528)_68,Det,Det,le,mix,---,C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 172",,<l n=&quot;172&quot;>
2466,369,2,lecture,lecture,???(2p528)_68,N,N,lecture,mix,---,C/V\.'C/V\.C/(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 172",,
2467,369,3,",",",",???(2p528)_68,Pnc,Pnc,",",mix,---,,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 172",,
2468,369,4,l',l',???(2p528)_68,Det,Det,le,mix,---,C/\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 172",,
2469,369,5,emprainture,emprainture,???(2p528)_68,N,N,empreinture,mix,---,/V\.C/V\.'C/V\.C/(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 172",,
2470,369,6,",",",",???(2p528)_68,Pnc,Pnc,",",mix,---,,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 172",</l>,
2471,370,1,la,la,???(2p528)_69,Det,Det,le,mix,---,C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 173",,<l n=&quot;173&quot;>
2472,370,2,moture,moture,???(2p528)_69,N,N,mouture,mix,---,C/V\.'C/V\.C/(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 173",</l>,
2473,371,1,ne,ne,???(2p528)_70,Crd,Crd,ne2,mix,---,C/(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 174",,<l n=&quot;174&quot;>
2474,371,2,le,le,???(2p528)_70,Det,Det,le,mix,---,C/(e)\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 174",,
2475,371,3,tour,tour,???(2p528)_70,N,N,tour,mix,---,C/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 174",,
2476,371,4,d',d',???(2p528)_70,Pre,Pre,de,mix,---,C/\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 174",,
2477,371,5,ung,ung,???(2p528)_70,QIs,QIs,un,mix,---,/V\,"MolinetFaictz, Poésies religeuses et parodies no XXII, v. 174",,
