wd_id,line_id,linewd,word,lemma,lemma_gold,lemma_score,lex_id,textlineid,syntag,syntag2,syllabified,pos
2497,376,5,renommee,,renommée,3,renommee,400,N,N,C/V\.C/V\.'C/V\./(e)\,NOUN
2498,376,6,",",,",",9,",",400,Pnc,Pnc,,PUNCT
2499,377,1,vous,vous,vous,8,vous,401,Prn,Prn$$,C/V\,PRON
2500,377,2,faisons,faire,faire,9,faisons,401,Vfin,Vfin,C/V\.'C/V\,VERB
2501,377,3,nostre,notre,notre,7,nostre,401,Det,Det,'C/V\.C/(e)\,DET
2502,377,4,connestable,,connétable,9,connestable,401,N,N,C/V\.C/V\.'C/V\.C/(e)\,NOUN
2503,377,5,.,,.,9,.,401,Pnc,Pnc,,PUNCT
2504,378,1,pas,pas,pas,8,pas,402,Neg,Neg,C/V\,ADV
2505,378,2,n',ne,ne,8,n',402,Neg,Neg$$,C/\,ADV
2506,378,3,en,en2,en,8,en,402,Prn,Prn$$,/V\,PRON
2507,378,4,suis,être,être,3,suis,402,Vfin,Vfin,C/V\,VERB
2508,378,5,digne,,digne,8,digne,402,Adj,Adj,'C/V\.C/(e)\,ADJ
2509,378,6,.,,.,9,.,402,Pnc,Pnc,,PUNCT
2510,378,7,|,,|,-10,|,402,Pnc,Pnc,,PUNCT
2511,378,8,de,de,de,8,de,402,Pre,Pre,C/(e)\,ADP
2512,378,9,lignee,,lignée,8,lignee,402,N,N,C/V\.'C/V\./(e)\,NOUN
2513,379,1,l',le,le,9,l',403,Det,Det,C/\,DET
2514,379,2,office,,office,9,office,403,N,N,/V\.'C/V\.C/(e)\,NOUN
2515,379,3,vous,vous,vous,8,vous,403,Prn,Prn$$,C/V\,PRON
2516,379,4,est,être,être,3,est,403,Vfin,Vfin,/V\,VERB
2517,379,5,convenable,,convenable,9,convenable,403,Adj,Adj,C/V\.C/e\.'C/V\.C/(e)\,ADJ
2518,379,6,",",,",",9,",",403,Pnc,Pnc,,PUNCT
2519,380,1,et,et,et,8,et,404,Crd,Crd,/V\,CCONJ
2520,380,2,aussi,aussi,aussi,9,aussi,404,Adv,Adv,/V\.'C/V\,ADV
2521,380,3,le,le,le,8,le,404,Det,Det,C/(e)\,DET
2522,380,4,sens,,sens,8,sens,404,N,N,C/V\,NOUN
2523,380,5,raisonnable,,raisonnable,3,raisonnable,404,Adj,Adj,C/V\.C/V\.'C/V\.C/(e)\,ADJ
2524,381,1,qui,qui,qui,3,qui,405,Qux,Qux,C/V\,PRON
2525,381,2,est,être,être,3,est,405,Vfin,Vfin,/V\,VERB
2526,381,3,en,en,en,8,en,405,Pre,Pre,/V\,ADP
2527,381,4,vous,vous,vous,8,vous,405,Prn,Prn,C/V\,PRON
2528,381,5,le,le,le,7,le,405,Prn,Prn$$,C/(e)\,PRON
2529,381,6,nous,nous,nous,8,nous,405,Prn,Prn$$,C/V\,PRON
2530,381,7,faict,faire,faire,8,faict,405,Vfin,Vfin,C/V\,VERB
2531,381,8,faire,faire,faire,9,faire,405,Vinf,Vinf,'C/V\.C/(e)\,VERB
2532,381,9,.,,.,9,.,405,Pnc,Pnc,,PUNCT
2533,382,1,pour,,pour,9,pour,406,Pre,Pre,C/V\,ADP
2534,382,2,au,à.le,à.le,8,au,406,Pre+Det,Pre+Det,/V\,ADP.DET
2535,382,3,chef,,chef,9,chef,406,N,N,C/V\,NOUN
2536,382,4,estre,être,être,8,estre,406,Vinf,Vinf,'/V\.C/(e)\,VERB
2537,382,5,secourable,,secourable,4,secourable,406,Adj,Adj,C/V\.C/V\.'C/V\.C/(e)\,NOUN
2538,383,1,jusqu',jusque,jusque,9,jusqu',407,PrA,PrA,C/V\,ADP
2539,383,2,a,à,à,8,a,407,Pre,Pre,/V\,ADP
2540,383,3,la,le,le,8,la,407,Det,Det,C/V\,DET
2541,383,4,mort,,mort,3,mort,407,N,N,C/V\,NOUN
2542,383,5,est,être,être,3,est,407,Vfin,Vfin,/V\,VERB
2543,383,6,necessaire,,nécessaire,9,necessaire,407,Adj,Adj,C/V\.C/V\.'C/V\.C/(e)\,ADJ
2544,383,7,;,,;,9,;,407,Pnc,Pnc,,PUNCT
2545,384,1,non,ne,non,8,non,408,Neg,Neg,C/V\,ADV
2546,384,2,pourtant,pourtant,pourtant,8,pourtant,408,Adv,Adv,C/V\.'C/V\,ADV
2547,384,3,",",,",",9,",",408,Pnc,Pnc,,PUNCT
2548,384,4,touchant,,toucher,8,touchant,408,Vprs,Vprs,C/V\.'C/V\,VERB
2549,384,5,cest,cist,cist,3,cest,408,Dem,Dem,C/V\,DET
2550,384,6,affaire,,affaire,9,affaire,408,N,N,/V\.'C/V\.C/(e)\,NOUN
2551,384,7,",",,",",9,",",408,Pnc,Pnc,,PUNCT
2552,385,1,trescher,,cher,8,trescher,409,Adj,Adj,C/V\.'C/V\,ADJ
2553,385,2,sire,,sire,8,sire,409,N,N,'C/V\.C/(e)\,NOUN
2554,385,3,",",,",",9,",",409,Pnc,Pnc,,PUNCT
2555,385,4,vous,vous,vous,8,vous,409,Prn,Prn$$,C/V\,PRON
2556,385,5,remercye,,remercier,9,remercye,409,Vfin,Vfin,C/V\.C/V\.'C/V\./(e)\,VERB
2557,385,6,.,,.,9,.,409,Pnc,Pnc,,PUNCT
2558,386,1,du,de.le,de.le,8,du,410,Pre+Det,Pre+Det,C/V\,ADP.DET
2559,386,2,tout,tout,tout,8,tout,410,QIs,QIs,C/V\,PRON
2560,386,3,en,en,en,8,en,410,Pre,Pre,/V\,ADP
2561,386,4,tout,tout,tout,8,tout,410,QIs,QIs,C/V\,PRON
2562,386,5,vous,vous,vous,8,vous,410,Prn,Prn$$,C/V\,PRON
2563,386,6,vueil,vouloir,vouloir,8,vueil,410,Vfin,Vfin,C/V\,VERB
2564,386,7,complaire,complaire,complaire,9,complaire,410,Vinf,Vinf,C/V\.'C/V\.C/(e)\,VERB
2565,386,8,.,,.,9,.,410,Pnc,Pnc,,PUNCT
2566,387,1,de,de,de,8,de,411,Pre,Pre,C/(e)\,ADP
2567,387,2,toute,tout,tout,7,toute,411,QIs,QIs,'C/V\.C/(e)\,DET
2568,387,3,la,le,le,8,la,411,Det,Det,C/V\,DET
2569,387,4,chevallerie,,chevalerie,9,chevallerie,411,N,N,C/V\.C/V\.C/V\.'C/V\./(e)\,NOUN
2570,388,1,nostre,notre,notre,7,nostre,412,Det,Det,'C/V\.C/(e)\,DET
2571,388,2,royaulme,,royaume,9,royaulme,412,N,N,C/V\.'C/V\.C/(e)\,NOUN
2572,388,3,et,et,et,8,et,412,Crd,Crd,/V\,CCONJ
2573,388,4,seigneurie,,seigneurie,9,seigneurie,412,N,N,C/V\.C/V\.'C/V\./(e)\,NOUN
2574,389,1,vous,vous,vous,8,vous,413,Prn,Prn$$,C/V\,PRON
2575,389,2,faisons,faire,faire,9,faisons,413,Vfin,Vfin,C/V\.'C/V\,VERB
2576,389,3,nostre,notre,notre,7,nostre,413,Det,Det,'C/V\.C/(e)\,DET
2577,389,4,lieutenant,,lieutenant,9,lieutenant,413,N,N,C/V\.C/e\.'C/V\,NOUN
2578,389,5,.,,.,9,.,413,Pnc,Pnc,,PUNCT
2579,390,1,moy,moi,moi,8,moy,414,Prn,Prn,C/V\,PRON
2580,390,2,indigne,,indigne,3,indigne,414,Adj,Adj,/V\.'C/V\.C/(e)\,ADJ
2581,390,3,.,,.,9,.,414,Pnc,Pnc,,PUNCT
2582,390,4,|,,|,-10,|,414,Pnc,Pnc,,PUNCT
2583,390,5,soit,être,être,3,soit,414,Vfin,Vfin,C/V\,VERB
2584,390,6,ennoblye,,ennoblir,0,ennoblye,414,Vpp,Vpp,/V\.C/V\.'C/V\./(e)\,VERB
2585,391,1,vostre,votre,votre,4,vostre,415,Det,Det,'C/V\.C/(e)\,DET
2586,391,2,noblesse,,noblesse,9,noblesse,415,N,N,C/V\.'C/V\.C/(e)\,NOUN
2587,391,3,.,,.,9,.,415,Pnc,Pnc,,PUNCT
2588,391,4,|,,|,-10,|,415,Pnc,Pnc,,PUNCT
2589,391,5,trespuissant,,puissant,8,trespuissant,415,Adj,Adj,C/V\.C/V\.'C/V\,ADJ
2590,391,6,",",,",",9,",",415,Pnc,Pnc,,PUNCT
2591,392,1,sur,sur,sur,8,sur,416,PrA,PrA,C/V\,ADP
2592,392,2,le,le,le,8,le,416,Det,Det,C/(e)\,DET
2593,392,3,monde,,monde,8,monde,416,N,N,'C/V\.C/(e)\,NOUN
2594,392,4,seigneurissant,,seigneurir,9,seigneurissant,416,Vprs,Vprs,C/V\.C/V\.C/V\.'C/V\,VERB
2595,392,5,",",,",",9,",",416,Pnc,Pnc,,PUNCT
2596,393,1,roy,,roi,9,roy,417,N,N,C/V\,NOUN
2597,393,2,souverain,,souverain,9,souverain,417,Adj,Adj,C/V\.C/e\.'C/V\,ADJ
2598,393,3,sur,sur,sur,8,sur,417,PrA,PrA,C/V\,ADP
2599,393,4,tous,tout,tout,8,tous,417,QIs,QIs,C/V\,DET
2600,393,5,les,le,le,8,les,417,Det,Det,C/V\,DET
2601,393,6,roys,,roi,8,roys,417,N,N,C/V\,NOUN
2602,393,7,",",,",",9,",",417,Pnc,Pnc,,PUNCT
2603,394,1,vers,vers2,vers,8,vers,418,Pre,Pre,C/V\,ADP
2604,394,2,vous,vous,vous,8,vous,418,Prn,Prn,C/V\,PRON
2605,394,3,vueil,vouloir,vouloir,8,vueil,418,Vfin,Vfin,C/V\,VERB
2606,394,4,estre,être,être,8,estre,418,Vinf,Vinf,'/V\.C/(e)\,VERB
2607,394,5,obeissant,,obéir,8,obeissant,418,Vprs,Vprs,/V\.C/(V)\./V\.'C/V\,VERB
2608,394,6,",",,",",9,",",418,Pnc,Pnc,,PUNCT
2609,395,1,soustenir,soutenir,soutenir,9,soustenir,419,Vinf,Vinf,C/V\.C/e\.'C/V\,VERB
2610,395,2,maintenant,maintenant,maintenant,8,maintenant,419,Adv,Adv,C/V\.C/e\.'C/V\,ADV
2611,395,3,noz,notre,notre,7,noz,419,Det,Det,C/V\,DET
2612,395,4,loys,,loi,3,loys,419,N,N,C/V\,NOUN
2613,395,5,.,,.,9,.,419,Pnc,Pnc,,PUNCT
2614,396,1,l',le,le,9,l',420,Det,Det,C/\,DET
2615,396,2,espee,,épée,3,espee,420,N,N,/V\.'C/V\./(e)\,NOUN
2616,396,3,prendrez,prendre,prendre,9,prendrez,420,Vfin,Vfin,C/V\.'C/V\,VERB
2617,396,4,a,à,à,8,a,420,Pre,Pre,/V\,ADP
2618,396,5,ceste,cist,cist,3,ceste,420,Dem,Dem,'C/V\.C/(e)\,DET
2619,396,6,foys,,fois,3,foys,420,N,N,C/V\,NOUN
2620,396,7,",",,",",9,",",420,Pnc,Pnc,,PUNCT
2621,397,1,sans,sans,sans,8,sans,421,Pre,Pre,C/V\,ADP
2622,397,2,differer,,différer,4,differer,421,Vinf,Vinf,C/V\.C/V\.'C/V\,VERB
2623,397,3,;,,;,9,;,421,Pnc,Pnc,,PUNCT
2624,397,4,ainsi,ainsi,ainsi,9,ainsi,421,Adv,Adv,/V\.'C/V\,ADV
2625,397,5,nous,nous,nous,8,nous,421,Prn,Prn$$,C/V\,PRON
2626,397,6,plaist,plaire,plaire,9,plaist,421,Vfin,Vfin,C/V\,VERB
2627,397,7,.,,.,9,.,421,Pnc,Pnc,,PUNCT
2628,398,1,delivrez,,délivrer,8,delivrez,422,Vfin,Vfin,C/V\.C/V\.'C/V\,VERB
2629,398,2,vous,vous,vous,8,vous,422,Prn,Prn%,C/V\,PRON
2630,398,3,.,,.,9,.,422,Pnc,Pnc,,PUNCT
2631,398,4,|,,|,-10,|,422,Pnc,Pnc,,PUNCT
2632,398,5,quel,quel,quel,9,quel,422,Qux,Qux,C/V\,DET
2633,398,6,ambagois,,ambagois,9,ambagois,422,N,N,/V\.C/V\.'C/V\,NOUN
2634,398,7,!,,!,9,!,422,Pnc,Pnc,,PUNCT
2635,399,1,il,il,il,9,il,423,Prn,Prn$,/V\,PRON
2636,399,2,est,être,être,3,est,423,Vfin,Vfin,/V\,VERB
2637,399,3,rusé,,rusé,5,rusé,423,Adj,Adj,C/V\.'C/V\,ADJ
2638,399,4,.,,.,9,.,423,Pnc,Pnc,,PUNCT
2639,399,5,|,,|,-10,|,423,Pnc,Pnc,,PUNCT
2640,399,6,quoy,que,quoi,8,quoy,423,Qux,Qux,C/V\,PRON
2641,399,7,!,,!,9,!,423,Pnc,Pnc,,PUNCT
2642,399,8,tant,tant,tant,8,tant,423,QIs,QIs,C/V\,ADV
2643,399,9,de,de,de,8,de,423,Pre,Pre,C/(e)\,ADP
2644,399,10,plait,,plaid,8,plait,423,N,N,C/V\,NOUN
2645,399,11,!,,!,9,!,423,Pnc,Pnc,,PUNCT
2646,400,1,ha,,haa,0,ha,424,Exc,Exc,/V\,INTJ
2647,400,2,!,,!,9,!,424,Pnc,Pnc,,PUNCT
2648,400,3,trescher,,cher,8,trescher,424,Adj,Adj,C/V\.'C/V\,ADJ
2649,400,4,sire,,sire,8,sire,424,N,N,'C/V\.C/(e)\,NOUN
2650,400,5,",",,",",9,",",424,Pnc,Pnc,,PUNCT
2651,400,6,il,il,il,9,il,424,Prn,Prn$,/V\,PRON
2652,400,7,me,me,me,5,me,424,Prn,Prn$$,C/(e)\,PRON
2653,400,8,desplaist,déplaire,déplaire,9,desplaist,424,Vfin,Vfin,C/V\.'C/V\,VERB
2654,401,1,d',de,de,9,d',425,Pre,Pre,C/\,ADP
2655,401,2,avoir,avoir,avoir,8,avoir,425,Vinf,Vinf,/V\.'C/V\,VERB
2656,401,3,charge,,charge,8,charge,425,N,N,'C/V\.C/(e)\,NOUN
2657,401,4,de,de,de,8,de,425,Pre,Pre,C/(e)\,ADP
2658,401,5,si,si4,si,8,si,425,Adv,Adv,C/V\,ADV
2659,401,6,grant,grand,grand,9,grant,425,Adj,Adj,C/V\,ADJ
2660,401,7,poys,,poids,3,poys,425,N,N,C/V\,NOUN
2661,401,8,!,,!,9,!,425,Pnc,Pnc,,PUNCT
2662,402,1,sans,sans,sans,8,sans,426,Pre,Pre,C/V\,ADP
2663,402,2,differer,,différer,4,differer,426,Vinf,Vinf,C/V\.C/V\.'C/V\,VERB
2664,402,3,",",,",",9,",",426,Pnc,Pnc,,PUNCT
2665,402,4,ainsi,ainsi,ainsi,9,ainsi,426,Adv,Adv,/V\.'C/V\,ADV
2666,402,5,nous,nous,nous,8,nous,426,Prn,Prn$$,C/V\,PRON
2667,402,6,plaist,plaire,plaire,9,plaist,426,Vfin,Vfin,C/V\,VERB
2668,402,7,.,,.,9,.,426,Pnc,Pnc,,PUNCT
2669,403,1,l',le,le,9,l',427,Det,Det,C/\,DET
2670,403,2,espee,,épée,3,espee,427,N,N,/V\.'C/V\./(e)\,NOUN
2671,403,3,prendrez,prendre,prendre,9,prendrez,427,Vfin,Vfin,C/V\.'C/V\,VERB
2672,403,4,a,à,à,8,a,427,Pre,Pre,/V\,ADP
2673,403,5,ceste,cist,cist,3,ceste,427,Dem,Dem,'C/V\.C/(e)\,DET
2674,403,6,foys,,fois,3,foys,427,N,N,C/V\,NOUN
2675,403,7,",",,",",9,",",427,Pnc,Pnc,,PUNCT
2676,404,1,et,et,et,8,et,428,Crd,Crd,/V\,CCONJ
2677,404,2,besongnez,,besogner,4,besongnez,428,Vfin,Vfin,C/V\.C/V\.'C/V\,VERB
2678,404,3,sans,sans,sans,8,sans,428,Pre,Pre,C/V\,ADP
2679,404,4,ambagois,,ambagois,9,ambagois,428,N,N,/V\.C/V\.'C/V\,NOUN
2680,404,5,",",,",",9,",",428,Pnc,Pnc,,PUNCT
2681,405,1,sans,sans,sans,8,sans,429,Pre,Pre,C/V\,ADP
2682,405,2,espargner,,épargner,9,espargner,429,Vinf,Vinf,/V\.C/V\.'C/V\,VERB
2683,405,3,grant,grand,grand,9,grant,429,Adj,Adj,C/V\,ADJ
2684,405,4,ne,ne2,ne,8,ne,429,Crd,Crd,C/(e)\,CCONJ
2685,405,5,petit,petit,petit,9,petit,429,Adj,Adj,C/V\.'C/V\,ADJ
2686,405,6,.,,.,9,.,429,Pnc,Pnc,,PUNCT
2687,406,1,trescher,,cher,8,trescher,430,Adj,Adj,C/V\.'C/V\,ADJ
2688,406,2,sire,,sire,8,sire,430,N,N,'C/V\.C/(e)\,NOUN
2689,406,3,",",,",",9,",",430,Pnc,Pnc,,PUNCT
2690,406,4,a,à,à,8,a,430,Pre,Pre,/V\,ADP
2691,406,5,vostre,votre,votre,4,vostre,430,Det,Det,'C/V\.C/(e)\,DET
2692,406,6,appetit,,appétit,9,appetit,430,N,N,/V\.C/e\.'C/V\,NOUN
2693,406,7,",",,",",9,",",430,Pnc,Pnc,,PUNCT
2694,407,1,g',je,je,9,g',431,Prn,Prn$,C/\,PRON
2695,407,2,y,y2,y,3,y,431,Prn,Prn$$,/V\,PRON
2696,407,3,besongneray,,besogner,9,besongneray,431,Vfin,Vfin,C/V\.C/V\.C/e\.'C/V\,VERB
2697,407,4,tellement,,tellement,9,tellement,431,Adv,Adv,C/V\.C/e\.'C/V\,ADV
2698,408,1,que,que,que,9,que,432,Sub,Sub,C/(e)\,SCONJ
2699,408,2,vous,vous,vous,8,vous,432,Prn,Prn$,C/V\,PRON
2700,408,3,n',ne,ne,8,n',432,Neg,Neg$$,C/\,ADV
2701,408,4,aurez,avoir,avoir,3,aurez,432,Vfin,Vfin,/V\.'C/V\,VERB
2702,408,5,aucunement,,aucunement,9,aucunement,432,Adv,Adv,/V\.C/V\.C/e\.'C/V\,ADV
2703,409,1,cause,,cause,3,cause,433,N,N,'C/V\.C/(e)\,NOUN
2704,409,2,de,de,de,8,de,433,Pre,Pre,C/(e)\,ADP
2705,409,3,vous,vous,vous,8,vous,433,Prn,Prn$,C/V\,PRON
2706,409,4,plaindre,plaindre,plaindre,9,plaindre,433,Vinf,Vinf,'C/V\.C/(e)\,VERB
2707,409,5,de,de,de,8,de,433,Pre,Pre,C/(e)\,ADP
2708,409,6,moy,moi,moi,8,moy,433,Prn,Prn,C/V\,PRON
2709,409,7,.,,.,9,.,433,Pnc,Pnc,,PUNCT
2710,410,1,seigneurs,,seigneur,9,seigneurs,434,N,N,C/V\.'C/V\,NOUN
2711,410,2,",",,",",9,",",434,Pnc,Pnc,,PUNCT
2712,410,3,soyez,être,être,9,soyez,434,Vfin,Vfin,C/V\.'C/V\,VERB
2713,410,4,loyaulx,,loyal,4,loyaulx,434,Adj,Adj,C/V\.'C/V\,NOUN
2714,410,5,en,en,en,8,en,434,Pre,Pre,/V\,ADP
2715,410,6,foy,,foi,3,foy,434,N,N,C/V\,NOUN
2716,411,1,vers,vers2,vers,8,vers,435,Pre,Pre,C/V\,ADP
2717,411,2,luy,lui,lui,9,luy,435,Prn,Prn,C/V\,PRON
2718,411,3,comme,comme,comme,9,comme,435,Sub,Sub,'C/V\.C/(e)\,SCONJ
2719,411,4,a,à,à,8,a,435,Pre,Pre,/V\,ADP
2720,411,5,nostre,notre,notre,7,nostre,435,Det,Det,'C/V\.C/(e)\,DET
2721,411,6,personne,,personne,9,personne,435,N,N,C/V\.'C/V\.C/(e)\,NOUN
2722,411,7,.,,.,9,.,435,Pnc,Pnc,,PUNCT
2723,412,1,aussi,aussi,aussi,9,aussi,436,Adv,Adv,/V\.'C/V\,ADV
2724,412,2,l',le,le,9,l',436,Det,Det,C/\,DET
2725,412,3,office,,office,9,office,436,N,N,/V\.'C/V\.C/(e)\,NOUN
2726,412,4,assez,assez,assez,8,assez,436,Adv,Adv,/V\.'C/V\,ADV
2727,412,5,le,le,le,7,le,436,Prn,Prn$$,C/(e)\,PRON
2728,412,6,sonne,sonner,sonner,8,sonne,436,Vfin,Vfin,'C/V\.C/(e)\,VERB
2729,412,7,",",,",",9,",",436,Pnc,Pnc,,PUNCT
2730,413,1,trescher,,cher,8,trescher,437,Adj,Adj,C/V\.'C/V\,ADJ
2731,413,2,sire,,sire,8,sire,437,N,N,'C/V\.C/(e)\,NOUN
2732,413,3,.,,.,9,.,437,Pnc,Pnc,,PUNCT
2733,413,4,|,,|,-10,|,437,Pnc,Pnc,,PUNCT
2734,413,5,il,il,il,9,il,437,Prn,Prn$,/V\,PRON
2735,413,6,le,le,le,7,le,437,Prn,Prn$$,C/(e)\,PRON
2736,413,7,fault,faillir,falloir,3,fault,437,Vfin,Vfin,C/V\,VERB
2737,413,8,bien,bien,bien,9,bien,437,Adv,Adv,C/V\,ADV
2738,413,9,;,,;,9,;,437,Pnc,Pnc,,PUNCT
2739,414,1,aussi,aussi,aussi,9,aussi,438,Adv,Adv,/V\.'C/V\,ADV
2740,414,2,est,être,être,3,est,438,Vfin,Vfin,/V\,VERB
2741,414,3,il,il,il,9,il,438,Prn,Prn%,/V\,PRON
2742,414,4,seigneur,,seigneur,8,seigneur,438,N,N,C/V\.'C/V\,NOUN
2743,414,5,de,de,de,8,de,438,Pre,Pre,C/(e)\,ADP
2744,414,6,bien,bien,bien,9,bien,438,Adv,Adv,C/V\,ADV
2745,414,7,",",,",",9,",",438,Pnc,Pnc,,PUNCT
2746,415,1,expert,,expert,5,expert,439,Adj,Adj,/V\.'C/V\,ADJ
2747,415,2,pour,pour,pour,9,pour,439,Pre,Pre,C/V\,ADP
2748,415,3,avoir,avoir,avoir,8,avoir,439,Vinf,Vinf,/V\.'C/V\,VERB
2749,415,4,ceste,cist,cist,3,ceste,439,Dem,Dem,'C/V\.C/(e)\,DET
2750,415,5,charge,,charge,8,charge,439,N,N,'C/V\.C/(e)\,NOUN
2751,415,6,.,,.,9,.,439,Pnc,Pnc,,PUNCT
2752,416,1,de,de,de,8,de,440,Pre,Pre,C/(e)\,ADP
2753,416,2,luy,lui,lui,9,luy,440,Prn,Prn$,C/V\,PRON
2754,416,3,obeir,,obéir,9,obeir,440,Vinf,Vinf,/V\.C/V\.'C/V\,VERB
2755,416,4,on,on,on,8,on,440,Prn,Prn$,/V\,PRON
2756,416,5,vous,vous,vous,8,vous,440,Prn,Prn$$,C/V\,PRON
2757,416,6,charge,,charger,8,charge,440,Vfin,Vfin,'C/V\.C/(e)\,VERB
2758,416,7,",",,",",9,",",440,Pnc,Pnc,,PUNCT
2759,417,1,comme,comme,comme,9,comme,441,Sub,Sub,'C/V\.C/(e)\,SCONJ
2760,417,2,a,à,à,8,a,441,Pre,Pre,/V\,ADP
2761,417,3,nous,nous,nous,8,nous,441,Prn,Prn,C/V\,PRON
2762,417,4,.,,.,9,.,441,Pnc,Pnc,,PUNCT
2763,417,5,|,,|,0,|,441,Pnc,Pnc,,PUNCT
2764,417,6,n',ne,ne,8,n',441,Neg,Neg$$,C/\,ADV
2765,417,7,en,en2,en,8,en,441,Prn,Prn$$,/V\,PRON
2766,417,8,fault,faillir,falloir,3,fault,441,Vfin,Vfin,C/V\,VERB
2767,417,9,point,point2,point,8,point,441,Neg,Neg,C/V\,ADV
2768,417,10,doubter,,douter,9,doubter,441,Vinf,Vinf,C/V\.'C/V\,VERB
2769,417,11,;,,;,9,;,441,Pnc,Pnc,,PUNCT
2770,418,1,le,le,le,7,le,442,Prn,Prn$$,C/(e)\,PRON
2771,418,2,craindre,craindre,craindre,9,craindre,442,Vinf,Vinf,'C/V\.C/(e)\,VERB
2772,418,3,",",,",",9,",",442,Pnc,Pnc,,PUNCT
2773,418,4,amer,aimer,aimer,8,amer,442,Vinf,Vinf,/V\.'C/V\,VERB
2774,418,5,et,et,et,8,et,442,Crd,Crd,/V\,CCONJ
2775,418,6,redoubter,,redouter,9,redoubter,442,Vinf,Vinf,C/V\.C/V\.'C/V\,VERB
2776,418,7,",",,",",9,",",442,Pnc,Pnc,,PUNCT
2777,419,1,comme,comme,comme,9,comme,443,Sub,Sub,'C/V\.C/(e)\,SCONJ
2778,419,2,nostre,notre,notre,7,nostre,443,Det,Det,'C/V\.C/(e)\,DET
2779,419,3,chef,,chef,9,chef,443,N,N,C/V\,NOUN
2780,419,4,principal,,principal,9,principal,443,Adj,Adj,C/V\.C/V\.'C/V\,ADJ
2781,419,5,.,,.,9,.,443,Pnc,Pnc,,PUNCT
2782,420,1,quant,quant,quant,3,quant,444,Qux,Qux,C/V\,ADV
2783,420,2,a,à,à,8,a,444,Pre,Pre,/V\,ADP
2784,420,3,moy,moi,moi,8,moy,444,Prn,Prn,C/V\,PRON
2785,420,4,",",,",",9,",",444,Pnc,Pnc,,PUNCT
2786,420,5,je,je,je,9,je,444,Prn,Prn$,C/(e)\,PRON
2787,420,6,seray,être,être,3,seray,444,Vfin,Vfin,C/V\.'C/V\,VERB
2788,420,7,loyal,,loyal,9,loyal,444,Adj,Adj,C/V\.'C/V\,ADJ
2789,421,1,en,en,en,8,en,445,Pre,Pre,/V\,ADP
2790,421,2,vostre,votre,votre,4,vostre,445,Det,Det,'C/V\.C/(e)\,DET
2791,421,3,service,,service,9,service,445,N,N,C/V\.'C/V\.C/(e)\,NOUN
2792,421,4,",",,",",9,",",445,Pnc,Pnc,,PUNCT
2793,421,5,cher,cher,cher,8,cher,445,Adj,Adj,C/V\,ADJ
2794,421,6,sire,,sire,8,sire,445,N,N,'C/V\.C/(e)\,NOUN
2795,421,7,.,,.,9,.,445,Pnc,Pnc,,PUNCT
2796,422,1,acop,acoup,acoup,2,acop,446,Adv,Adv,/V\.'C/V\,ADV
2797,422,2,",",,",",9,",",446,Pnc,Pnc,,PUNCT
2798,422,3,acop,acoup,acoup,2,acop,446,Adv,Adv,/V\.'C/V\,ADV
2799,422,4,",",,",",9,",",446,Pnc,Pnc,,PUNCT
2800,422,5,partez,partir,partir,9,partez,446,Vfin,Vfin,C/V\.'C/V\,VERB
2801,422,6,de,de,de,8,de,446,Pre,Pre,C/(e)\,ADP
2802,422,7,tire,,tire,8,tire,446,N,N,'C/V\.C/(e)\,NOUN
2803,422,8,",",,",",9,",",446,Pnc,Pnc,,PUNCT
2804,423,1,sans,sans,sans,8,sans,447,Pre,Pre,C/V\,ADP
2805,423,2,plus,plus,plus,8,plus,447,Adv,Adv,C/V\,ADV
2806,423,3,songer,,songer,9,songer,447,Vinf,Vinf,C/V\.'C/V\,VERB
2807,423,4,.,,.,9,.,447,Pnc,Pnc,,PUNCT
2808,423,5,|,,|,-10,|,447,Pnc,Pnc,,PUNCT
2809,423,6,cornez,,cornet,3,cornez,447,N,N,C/V\.'C/V\,NOUN
2810,423,7,",",,",",9,",",447,Pnc,Pnc,,PUNCT
2811,423,8,trompettes,,trompette,8,trompettes,447,N,N,C/V\.'C/V\.C/e\,NOUN
2812,423,9,!,,!,9,!,447,Pnc,Pnc,,PUNCT
2813,424,1,s',si3,si,3,s',448,Sub,Sub,C/\,SCONJ
2814,424,2,i,il,il,3,i,448,Prn,Prn$,/V\,PRON
2815,424,3,ne,ne,ne,8,ne,448,Neg,Neg$$,C/(e)\,ADV
2816,424,4,viennent,venir,venir,9,viennent,448,Vfin,Vfin,'C/V\.C/e\,VERB
2817,424,5,tost,tôt,tôt,8,tost,448,Adv,Adv,C/V\,ADV
2818,424,6,auz,à.le,à.le,8,auz,448,Pre+Det,Pre+Det,/V\,ADP.DET
2819,424,7,requestes,,requête,9,requestes,448,N,N,C/V\.'C/V\.C/e\,NOUN
2820,424,8,",",,",",9,",",448,Pnc,Pnc,,PUNCT
2821,425,1,n',ne,ne,8,n',449,Neg,Neg$$,C/\,ADV
2822,425,2,espargnez,,épargner,8,espargnez,449,Vfin,Vfin,/V\.C/V\.'C/V\,VERB
2823,425,3,femmes,,femme,9,femmes,449,N,N,'C/V\.C/e\,NOUN
2824,425,4,ne,ne2,ne,8,ne,449,Crd,Crd,C/(e)\,CCONJ
2825,425,5,enfans,,enfant,9,enfans,449,N,N,/V\.'C/V\,NOUN
2826,425,6,.,,.,9,.,449,Pnc,Pnc,,PUNCT
