lex_id,syll_str,in_el,fin_el,ms,backwards dd,syllabified
dampnéd,vv,n,n,,,C/V\.'C/V\
dampnedeu,vsv,n,n,,,C/V\.C/e\.'C/V\
dampnee,vvs,n,y,,,C/V\.'C/V\./(e)\
dampnei,vv,n,n,,,C/V\.'C/V\
dampnement,vsv,n,n,,,C/V\.C/e\.'C/V\
dampner,vs,n,n,,,'C/V\.C/e\
dampnés,vv,n,n,,,C/V\.'C/V\
damredieu,vsv,n,n,,,C/V\.C/e\.'C/V\
damrideu,vvv,n,n,,,C/V\.C/V\.'C/V\
damz,v,n,n,,,C/V\
dan,v,n,n,,,C/V\
dança,vv,n,n,,,C/V\.'C/V\
dance,vs,n,y,,,'C/V\.C/(e)\
dancel,vv,n,n,,,C/V\.'C/V\
dancer,vv,n,n,,,C/V\.'C/V\
dances,vs,n,n,,,'C/V\.C/e\
danceurs,vv,n,n,,,C/V\.'C/V\
dancier,vv,n,n,,,C/V\.'C/V\
dandole,vvs,n,y,,,C/V\.'C/V\.C/(e)\
daneiz,vv,n,n,,,C/V\.'C/V\
danemarche,vsvs,n,y,,,C/V\.C/e\.'C/V\.C/(e)\
danger,vv,n,n,,,C/V\.'C/V\
dangereus,vvv,n,n,,,C/V\.C/V\.'C/V\
dangereux,vsv,n,n,,,C/V\.C/e\.'C/V\
dangier,vrr,n,n,*,,C/V\.C/<V>\.'/V\
dangiere,vvs,n,y,,,C/V\.'C/V\.C/(e)\
dangiers,vv,n,n,,,C/V\.'C/V\
dangun,vv,n,n,,,C/V\.'C/V\
daniel,vvv,n,n,,,C/V\.C/V\.'C/V\
danioisele,vvvs,n,y,,,C/V\.C/V\.'C/V\.C/(e)\
danne,vs,n,y,,,'C/V\.C/(e)\
dannez,vv,n,n,,,C/V\.'C/V\
danois,vv,n,n,,,C/V\.'C/V\
danoiz,vv,n,n,,,C/V\.'C/V\
dans,v,n,n,,,C/V\
danse,vs,n,y,,,'C/V\.C/(e)\
dansele,vvs,n,y,,,C/V\.'C/V\.C/(e)\
danser,vv,n,n,,,C/V\.'C/V\
danses,vs,n,n,,,'C/V\.C/e\
dansiel,vv,n,n,,,C/V\.'C/V\
dant,v,n,n,,,C/V\
danté,vv,n,n,,,C/V\.'C/V\
danubion,vvdd,n,n,,,C/V\.C/V\.C/{V}\.'/V\
danubions,vvdd,n,n,,,C/V\.C/V\.C/{V}\.'/V\
danz,v,n,n,,,C/V\
danzel,vv,n,n,,,C/V\.'C/V\
dar,v,n,n,,,C/V\
dardanus,vvv,n,n,,,C/V\.C/V\.'C/V\
darde,vs,n,y,,,'C/V\.C/(e)\
darez,vv,n,n,,,C/V\.'C/V\
dargent,vv,n,n,,,C/V\.'C/V\
dariés,vv,n,n,,,C/V\.'C/V\
darnestal,vsv,n,n,,,C/V\.C/e\.'C/V\
darrain,vv,n,n,,,C/V\.'C/V\
darreniere,vsvs,n,y,,,C/V\.C/e\.'C/V\.C/(e)\
darrien,vv,n,n,,,C/V\.'C/V\
dars,v,n,n,,,C/V\
dart,v,n,n,,,C/V\
darz,v,n,n,,,C/V\
das,v,n,n,,,C/V\
dat,v,n,n,,,C/V\
dathan,vv,n,n,,,C/V\.'C/V\
dathun,vv,n,n,,,C/V\.'C/V\
daulphins,vv,n,n,,,C/V\.'C/V\
daunus,vv,n,n,,,C/V\.'C/V\
davan,vv,n,n,,,C/V\.'C/V\
davant,ev,n,n,,,C/V\.'C/V\
davantaige,vvvs,n,y,,,C/V\.C/V\.'C/V\.C/(e)\
davez,vv,n,n,,,C/V\.'C/V\
davi,vv,n,n,,,C/V\.'C/V\
david,vv,n,n,,,C/V\.'C/V\
davis,vv,n,n,,,C/V\.'C/V\
davit,vv,n,n,,,C/V\.'C/V\
davít,vv,n,n,,,C/V\.'C/V\
davoir,vv,n,n,,,C/V\.'C/V\
dayre,vs,n,y,,,'C/V\.C/(e)\
dayres,vs,n,n,,,'C/V\.C/e\
dayron,vv,n,n,,,C/V\.'C/V\
de,s,n,y,y,,C/(e)\
dé,v,n,n,,,C/V\
dea,v,n,n,"excl, dyable",,C/V\
deable,hvs,n,y,,,C/(V)\.'/V\.C/(e)\
deables,hvs,n,n,,,C/(V)\.'/V\.C/e\
dean,hv,n,n,#NAME?,,C/(V)\.'/V\
deans,hv,n,n,,,C/(V)\.'/V\
deavee,hvvs,n,y,,,C/(V)\./V\.'C/V\./(e)\
debat,vv,n,n,,,C/V\.'C/V\
debatoie,evvs,n,y,,,C/V\.C/V\.'C/V\./(e)\
debatre,evs,n,y,,,C/V\.'C/V\.C/(e)\
debatue,vvvs,n,y,,,C/V\.C/V\.'C/V\./(e)\
debatuz,vvv,n,n,,,C/V\.C/V\.'C/V\
debilité,evvv,n,n,,,C/V\.C/V\.C/V\.'C/V\
debonaire,evvs,n,n,,,C/V\.C/V\.'C/V\.C/e\
debonairement,vvvsv,n,n,,,C/V\.C/V\.C/V\.C/e\.'C/V\
debonaires,evvs,n,n,,,C/V\.C/V\.'C/V\.C/e\
deboneiremant,vvvsv,n,n,,,C/V\.C/V\.C/V\.C/e\.'C/V\
debonere,evvs,n,y,,,C/V\.C/V\.'C/V\.C/(e)\
debonnaire,evvs,n,y,,,C/V\.C/V\.'C/V\.C/(e)\
debonnairement,evvsv,n,n,,,C/V\.C/V\.C/V\.C/e\.'C/V\
debonnaires,evvs,n,n,,,C/V\.C/V\.'C/V\.C/e\
deboult,vv,n,n,,,C/V\.'C/V\
debout,ev,n,n,,,C/V\.'C/V\
deboute,vvs,n,y,,,C/V\.'C/V\.C/(e)\
debouté,vvv,n,n,,,C/V\.C/V\.'C/V\
deboutés,evv,n,n,,,C/V\.C/V\.'C/V\
deboutiés,evv,n,n,,,C/V\.C/V\.'C/V\
debrise,vvs,n,n,,,C/V\.'C/V\.C/e\
debrisees,vvvs,n,n,,,C/V\.C/V\.'C/V\./e\
debrisiés,vvrr,n,n,,,C/V\.C/V\.C/<V>\.'/V\
debtes,vs,n,n,,,'C/V\.C/e\
debueis,ev,n,n,,,C/V\.'C/V\
deburseit,vvv,n,n,,,C/V\.C/V\.'C/V\
debute,evs,n,y,,,C/V\.'C/V\.C/(e)\
debvoir,ev,n,n,,,C/V\.'C/V\
debvons,ev,n,n,,,C/V\.'C/V\
deca,sv,n,n,,,C/e\.'C/V\
deça,ev,n,n,,,C/V\.'C/V\
decachiez,vvv,n,n,,,C/V\.C/V\.'C/V\
decapiter,evvv,n,n,,,C/V\.C/V\.C/V\.'C/V\
decassent,vvs,n,n,,,C/V\.'C/V\.C/e\
decauper,vvv,n,n,,,C/V\.C/V\.'C/V\
deceit,ev,n,n,,,C/V\.'C/V\
deceivables,evvs,n,n,,,C/V\.C/V\.'C/V\.C/e\
decembre,vvs,n,y,,,C/V\.'C/V\.C/(e)\
decendut,evv,n,n,,,C/V\.C/V\.'C/V\
decenduz,evv,n,n,,,C/V\.C/V\.'C/V\
decent,ev,n,n,,,C/V\.'C/V\
decente,vvs,n,y,,,C/V\.'C/V\.C/(e)\
decentement,vvsv,n,n,,,C/V\.C/V\.C/e\.'C/V\
decepcion,evdd,n,n,,,C/V\.C/V\.C/{V}\.'/V\
deception,evdd,n,n,,,C/V\.C/V\.C/{V}\.'/V\
decepvance,esvs,n,y,,,C/V\.C/e\.'C/V\.C/(e)\
decés,ev,n,n,,,C/V\.'C/V\
deceu,ehv,n,n,,,C/V\.C/(V)\.'/V\
deceue,ehvs,n,y,,,C/V\.C/(V)\.'/V\./(e)\
deceut,ev,n,n,"3rd pers pret --- trial, now like eut",,C/V\.'C/V\
deceüt,ehv,n,n,ppart decevoir,,C/V\.C/(V)\.'/V\
deceuz,ehv,n,n,,,C/V\.C/(V)\.'/V\
deceüz,vhv,n,n,,,C/V\.C/(V)\.'/V\
decevable,esvs,n,y,,,C/V\.C/e\.'C/V\.C/(e)\
decevables,esvs,n,n,,,C/V\.C/e\.'C/V\.C/e\
decevance,vsvs,n,y,,,C/V\.C/e\.'C/V\.C/(e)\
decevant,esv,n,n,,,C/V\.C/e\.'C/V\
decevemens,evsv,n,n,,,C/V\.C/V\.C/e\.'C/V\
decever,esv,n,n,,,C/V\.C/e\.'C/V\
decevoient,esvs,n,n,,,C/V\.C/e\.'C/V\./e\
decevoir,esv,n,n,,,C/V\.C/e\.'C/V\
decha,sv,n,n,,,C/e\.'C/V\
dechaçant,vvs,n,n,,,C/V\.'C/V\.C/e\
dechacéd,evv,n,n,,,C/V\.C/V\.'C/V\
dechacent,vvs,n,n,,,C/V\.'C/V\.C/e\
dechacer,vvv,n,n,,,C/V\.C/V\.'C/V\
dechacié,evv,n,n,,,C/V\.C/V\.'C/V\
decharpies,vvvs,n,n,,,C/V\.C/V\.'C/V\./e\
dechee,vvs,n,y,,,C/V\.'C/V\./(e)\
decheu,ehv,n,n,,,C/V\.C/(V)\.'/V\
decheue,vhvs,n,y,,,C/V\.C/(V)\.'/V\./(e)\
dechevoir,vsv,n,n,,,C/V\.C/e\.'C/V\
dechiét,vv,n,n,,,C/V\.'C/V\
dechiuoir,vvv,n,n,,,C/V\.C/V\.'C/V\
dechius,ev,n,n,,,C/V\.'C/V\
dechoi,vv,n,n,,,C/V\.'C/V\
dechut,vv,n,n,,,C/V\.'C/V\
deci,ev,n,n,,,C/V\.'C/V\
deciple,evs,n,y,,,C/V\.'C/V\.C/(e)\
deciples,evs,n,n,,,C/V\.'C/V\.C/e\
deciqe,vvs,n,y,,,C/V\.'C/V\.C/(e)\
deciqu,vv,n,n,,,C/V\.'C/V\
deciré,evv,n,n,,,C/V\.C/V\.'C/V\
declaire,evs,n,y,,,C/V\.'C/V\.C/(e)\
declairee,vvvs,n,y,,,C/V\.C/V\.'C/V\./(e)\
declairer,vvv,n,n,,,C/V\.C/V\.'C/V\
declairier,vvv,n,n,,,C/V\.C/V\.'C/V\
declaration,vvvdd,n,n,,,C/V\.C/V\.C/V\.C/{V}\.'/V\
declarees,evvs,n,n,,,C/V\.C/V\.'C/V\./e\
declinant,vvv,n,n,,,C/V\.C/V\.'C/V\
decline,vvs,n,y,,,C/V\.'C/V\.C/(e)\
decoit,ev,n,n,,,C/V\.'C/V\
deçoit,ev,n,n,,,C/V\.'C/V\
deçoivent,evs,n,n,,,C/V\.'C/V\.C/e\
decoivre,evs,n,y,,,C/V\.'C/V\.C/(e)\
deçoivre,evs,n,y,,,C/V\.'C/V\.C/(e)\
decolast,vvv,n,n,,,C/V\.C/V\.'C/V\
decoler,vvv,n,n,,,C/V\.C/V\.'C/V\
decollat,evv,n,n,,,C/V\.C/V\.'C/V\
decoller,evv,n,n,,,C/V\.C/V\.'C/V\
deconnut,vvv,n,n,,,C/V\.C/V\.'C/V\
decopé,evv,n,n,,,C/V\.C/V\.'C/V\
decopés,evv,n,n,,,C/V\.C/V\.'C/V\
decopper,vvv,n,n,,,C/V\.C/V\.'C/V\
decoré,vvv,n,n,,,C/V\.C/V\.'C/V\
decort,ev,n,n,,,C/V\.'C/V\
decoste,evs,n,y,,,C/V\.'C/V\.C/(e)\
decouroient,evvs,n,n,,,C/V\.C/V\.'C/V\./e\
decouroit,vvv,n,n,,,C/V\.C/V\.'C/V\
deçouz,ev,n,n,,,C/V\.'C/V\
deçoys,ev,n,n,,,C/V\.'C/V\
decreit,ev,n,n,,,C/V\.'C/V\
decrevoit,vsv,n,n,,,C/V\.C/e\.'C/V\
decrez,ev,n,n,,,C/V\.'C/V\
decus,vv,n,n,,,C/V\.'C/V\
deçut,ev,n,n,,,C/V\.'C/V\
dedans,ev,n,n,,,C/V\.'C/V\
dedanz,ev,n,n,,,C/V\.'C/V\
dedeinz,ev,n,n,,,C/V\.'C/V\
dedens,ev,n,n,,,C/V\.'C/V\
dedenz,ev,n,n,,,C/V\.'C/V\
dedesuz,esv,n,n,,,C/V\.C/e\.'C/V\
dedié,vvv,n,n,,,C/V\.C/V\.'C/V\
dedui,vv,n,n,,,C/V\.'C/V\
deduiez,vvv,n,n,,,C/V\.C/V\.'C/V\
deduire,vvs,n,y,,,C/V\.'C/V\.C/(e)\
deduirra,evv,n,n,,,C/V\.C/V\.'C/V\
deduis,ev,n,n,,,C/V\.'C/V\
deduisans,evv,n,n,,,C/V\.C/V\.'C/V\
deduisant,vvv,n,n,,,C/V\.C/V\.'C/V\
deduisent,vvs,n,n,,,C/V\.'C/V\.C/e\
deduisoit,vvv,n,n,,,C/V\.C/V\.'C/V\
deduit,vv,n,n,,,C/V\.'C/V\
deduiz,vv,n,n,,,C/V\.'C/V\
deduyt,vv,n,n,,,C/V\.'C/V\
deerrains,hvv,n,n,,,C/(V)\./V\.'C/V\
deesperee,vvsvs,n,y,,,C/V\.C/V\.C/e\.'C/V\./(e)\
deesse,vvs,n,y,,,C/V\.'C/V\.C/(e)\
deesses,vvs,n,n,,,C/V\.'C/V\.C/e\
defaile,evs,n,y,,,C/V\.'C/V\.C/(e)\
defaillent,vvs,n,n,,,C/V\.'C/V\.C/e\
defailloit,vvv,n,n,,,C/V\.C/V\.'C/V\
defalte,evs,n,y,,,C/V\.'C/V\.C/(e)\
default,vv,n,n,,,C/V\.'C/V\
defaut,vv,n,n,,,C/V\.'C/V\
defaute,vvs,n,y,,,C/V\.'C/V\.C/(e)\
defautes,evs,n,n,,,C/V\.'C/V\.C/e\
defende,evs,n,y,,,C/V\.'C/V\.C/(e)\
defended,evv,n,n,,,C/V\.C/V\.'C/V\
defendeit,evv,n,n,,,C/V\.C/V\.'C/V\
defendent,vvs,n,n,,,C/V\.'C/V\.C/e\
defendez,vvv,n,n,,,C/V\.C/V\.'C/V\
defendra,evv,n,n,,,C/V\.C/V\.'C/V\
defendre,vvs,n,y,,,C/V\.'C/V\.C/(e)\
defendrez,evv,n,n,,,C/V\.C/V\.'C/V\
defendu,evv,n,n,,,C/V\.C/V\.'C/V\
defenir,vsv,n,n,,,C/V\.C/e\.'C/V\
defens,ev,n,n,,,C/V\.'C/V\
defense,evs,n,y,,,C/V\.'C/V\.C/(e)\
defension,vvdd,n,n,,,C/V\.C/V\.C/{V}\.'/V\
defent,vv,n,n,,,C/V\.'C/V\
deffaee,vvvs,n,y,,,C/V\.C/V\.'C/V\./(e)\
deffaés,vvv,n,n,,,C/V\.C/V\.'C/V\
deffaictz,vv,n,n,,,C/V\.'C/V\
deffaire,vvs,n,y,,,C/V\.'C/V\.C/(e)\
deffais,vv,n,n,,,C/V\.'C/V\
deffait,vv,n,n,,,C/V\.'C/V\
deffaiz,ev,n,n,,,C/V\.'C/V\
deffande,vvs,n,y,,,C/V\.'C/V\.C/(e)\
deffandre,vvs,n,y,,,C/V\.'C/V\.C/(e)\
deffandu,vvv,n,n,,,C/V\.C/V\.'C/V\
deffanse,evs,n,y,,,C/V\.'C/V\.C/(e)\
deffant,vv,n,n,,,C/V\.'C/V\
deffauldra,evv,n,n,,,C/V\.C/V\.'C/V\
deffault,ev,n,n,,,C/V\.'C/V\
deffaut,ev,n,n,,,C/V\.'C/V\
deffaute,vvs,n,y,,,C/V\.'C/V\.C/(e)\
deffeit,vv,n,n,,,C/V\.'C/V\
deffence,vvs,n,y,,,C/V\.'C/V\.C/(e)\
deffench,ev,n,n,,,C/V\.'C/V\
deffend,vv,n,n,,,C/V\.'C/V\
deffendant,evv,n,n,,,C/V\.C/V\.'C/V\
deffende,evs,n,y,,,C/V\.'C/V\.C/(e)\
deffendement,evsv,n,n,,,C/V\.C/V\.C/e\.'C/V\
deffendent,evs,n,n,,,C/V\.'C/V\.C/e\
deffenderes,vvvs,n,n,,,C/V\.C/V\.'C/V\.C/e\
deffendeurs,evv,n,n,,,C/V\.C/V\.'C/V\
deffendi,evv,n,n,,,C/V\.C/V\.'C/V\
deffendirent,vvvs,n,n,,,C/V\.C/V\.'C/V\.C/e\
deffendit,evv,n,n,,,C/V\.C/V\.'C/V\
deffendoient,vvvs,n,n,,,C/V\.C/V\.'C/V\./e\
deffendoit,evv,n,n,,,C/V\.C/V\.'C/V\
deffendre,vvs,n,y,,,C/V\.'C/V\.C/(e)\
deffendroit,vvv,n,n,,,C/V\.C/V\.'C/V\
deffendront,vvv,n,n,,,C/V\.C/V\.'C/V\
deffendu,vvv,n,n,,,C/V\.C/V\.'C/V\
deffendue,vvvs,n,y,,,C/V\.C/V\.'C/V\./(e)\
deffendy,evv,n,n,,,C/V\.C/V\.'C/V\
deffens,vv,n,n,,,C/V\.'C/V\
deffensables,vvvs,n,n,,,C/V\.C/V\.'C/V\.C/e\
deffense,vvs,n,y,,,C/V\.'C/V\.C/(e)\
deffenseurs,vvv,n,n,,,C/V\.C/V\.'C/V\
deffent,ev,n,n,,,C/V\.'C/V\
deffera,vvv,n,n,,,C/V\.C/V\.'C/V\
defferre,evs,n,y,,,C/V\.'C/V\.C/(e)\
defferres,vvs,n,n,,,C/V\.'C/V\.C/e\
deffiance,vvvs,n,y,,,C/V\.C/V\.'C/V\.C/(e)\
deffiant,vvv,n,n,,,C/V\.C/V\.'C/V\
deffier,vvv,n,n,,,C/V\.C/V\.'C/V\
deffois,vv,n,n,,,C/V\.'C/V\
deffoulerent,evvs,n,n,,,C/V\.C/V\.'C/V\.C/e\
deffremer,esv,n,n,,,C/V\.C/e\.'C/V\
deffrire,vvs,n,y,,,C/V\.'C/V\.C/(e)\
deffublés,vvv,n,n,,,C/V\.C/V\.'C/V\
deffy,vv,n,n,,,C/V\.'C/V\
defi,vv,n,n,,,C/V\.'C/V\
defia,evv,n,n,,,C/V\.C/V\.'C/V\
defie,vvs,n,y,,,C/V\.'C/V\./(e)\
defier,vvv,n,n,,,C/V\.C/V\.'C/V\
defin,ev,n,n,,,C/V\.'C/V\
definé,vvv,n,n,,,C/V\.C/V\.'C/V\
definemant,evsv,n,n,,,C/V\.C/V\.C/e\.'C/V\
definement,evsv,n,n,,,C/V\.C/V\.C/e\.'C/V\
definer,evv,n,n,,,C/V\.C/V\.'C/V\
deflouray,vvv,n,n,,,C/V\.C/V\.'C/V\
defois,vv,n,n,,,C/V\.'C/V\
defors,ev,n,n,,,C/V\.'C/V\
defreuner,evv,n,n,,,C/V\.C/V\.'C/V\
defripent,vvs,n,n,,,C/V\.'C/V\.C/e\
defroissier,evv,n,n,,,C/V\.C/V\.'C/V\
defrosse,vvs,n,n,,,C/V\.'C/V\.C/e\
defroy,ev,n,n,,,C/V\.'C/V\
defui,ev,n,n,,,C/V\.'C/V\
degaster,vvv,n,n,,,C/V\.C/V\.'C/V\
degetee,vvvs,n,y,,,C/V\.C/V\.'C/V\./(e)\
degeteez,vvvs,n,n,,,C/V\.C/V\.'C/V\./e\
degetiez,vvv,n,n,,,C/V\.C/V\.'C/V\
degetoyt,esv,n,n,,,C/V\.C/e\.'C/V\
degnent,vs,n,n,,,'C/V\.C/e\
degnet,vs,n,y,,,'C/V\.C/(e)\
degoisent,evs,n,n,,,C/V\.'C/V\.C/e\
degollar,evv,n,n,,,C/V\.C/V\.'C/V\
degré,ev,n,n,,,C/V\.'C/V\
degrés,ev,n,n,,,C/V\.'C/V\
degrét,ev,n,n,,,C/V\.'C/V\
degrez,ev,n,n,,,C/V\.'C/V\
deguerpir,vvv,n,n,,,C/V\.C/V\.'C/V\
deguerpiré,vvvv,n,n,,,C/V\.C/V\.C/V\.'C/V\
deguerpit,vvv,n,n,,,C/V\.C/V\.'C/V\
deguisé,vvv,n,n,,,C/V\.C/V\.'C/V\
dehais,ev,n,n,,,C/V\.'C/V\
dehait,ev,n,n,,,C/V\.'C/V\
dehaite,vvs,n,y,,,C/V\.'C/V\.C/(e)\
dehaitié,vvv,n,n,,,C/V\.C/V\.'C/V\
dehaiz,ev,n,n,,,C/V\.'C/V\
dehas,ev,n,n,,,C/V\.'C/V\
dehaz,ev,n,n,,,C/V\.'C/V\
dehé,vv,n,n,,,C/V\.'C/V\
dehectie,evvs,n,y,,,C/V\.C/V\.'C/V\./(e)\
dehet,vv,n,n,,,C/V\.'C/V\
dehez,vv,n,n,,,C/V\.'C/V\
dehors,ev,n,n,,,C/V\.'C/V\
dei,v,n,n,,,C/V\
deie,vs,n,y,,,'C/V\./(e)\
deient,vs,n,n,,,'C/V\./e\
deifique,vvvs,n,y,,,C/V\.C/V\.'C/V\.C/(e)\
deignastes,vvs,n,n,,,C/V\.'C/V\.C/e\
deimes,hvs,n,n,,,C/(V)\.'/V\.C/e\
deingna,vv,n,n,,,C/V\.'C/V\
deingnast,vv,n,n,,,C/V\.'C/V\
deingnoit,vv,n,n,,,C/V\.'C/V\
deinz,v,n,n,,,C/V\
deis,v,n,n,,,C/V\
deïs,hv,n,n,,,C/(V)\.'/V\
deis_2s,vv,n,n,,,C/V\.'C/V\
deissant,hvv,n,n,,,C/(V)\./V\.'C/V\
deisse,hvs,n,y,,,C/(V)\.'/V\.C/(e)\
deissent,hvs,n,n,,,C/(V)\.'/V\.C/e\
deissiez,hvv,n,n,,,C/(V)\./V\.'C/V\
deist,vv,n,n,,,C/V\.'C/V\
deistes,hvs,n,n,,,C/(V)\.'/V\.C/e\
deit,v,n,n,,,C/V\
deitat,vvv,n,n,,,C/V\.C/V\.'C/V\
deités,vvv,n,n,,,C/V\.C/V\.'C/V\
deiundrai,vvv,n,n,,,C/V\.C/V\.'C/V\
deivent,vs,n,n,,,'C/V\.C/e\
deiz,v,n,n,,,C/V\
dejeteit,esv,n,n,,,C/V\.C/e\.'C/V\
dejoste,vvs,n,y,,,C/V\.'C/V\.C/(e)\
dejouste,evs,n,y,,,C/V\.'C/V\.C/(e)\
dejundrai,vvv,n,n,,,C/V\.C/V\.'C/V\
dejus,ev,n,n,,,C/V\.'C/V\
del,v,n,n,y,,C/V\
dela,ev,n,n,,,C/V\.'C/V\
delacier,evv,n,n,,,C/V\.C/V\.'C/V\
delai,ev,n,n,,,C/V\.'C/V\
delaie,vvs,n,y,,,C/V\.'C/V\./(e)\
delaié,evv,n,n,,,C/V\.C/V\.'C/V\
delaiement,vvsv,n,n,,,C/V\.C/V\.C/e\.'C/V\
delaier,vvv,n,n,,,C/V\.C/V\.'C/V\
delaiez,evv,n,n,,,C/V\.C/V\.'C/V\
delaiier,vvv,n,n,,,C/V\.C/V\.'C/V\
delairoie,vvvs,n,y,,,C/V\.C/V\.'C/V\./(e)\
delais,vv,n,n,,,C/V\.'C/V\
delaise,vvs,n,y,,,C/V\.'C/V\.C/(e)\
delaisse,vvs,n,y,,,C/V\.'C/V\.C/(e)\
delaissent,vvs,n,n,,,C/V\.'C/V\.C/e\
delaisser,evv,n,n,,,C/V\.C/V\.'C/V\
delay,ev,n,n,,,C/V\.'C/V\
delectasti,vvvv,n,n,,,C/V\.C/V\.C/V\.'C/V\
delectoit,vvv,n,n,,,C/V\.C/V\.'C/V\
deléd,ev,n,n,,,C/V\.'C/V\
deleis,ev,n,n,,,C/V\.'C/V\
delés,ev,n,n,,,C/V\.'C/V\
delessa,evv,n,n,,,C/V\.C/V\.'C/V\
delettable,evvs,n,y,,,C/V\.C/V\.'C/V\.C/(e)\
delez,ev,n,n,,,C/V\.'C/V\
delfox,vv,n,n,,,C/V\.'C/V\
delgéd,vv,n,n,,,C/V\.'C/V\
delgét,vv,n,n,,,C/V\.'C/V\
delgiét,vv,n,n,,,C/V\.'C/V\
deliberation,vvvvdd,n,n,,,C/V\.C/V\.C/V\.C/V\.C/{V}\.'/V\
delibere,vvvs,n,y,,,C/V\.C/V\.'C/V\.C/(e)\
deliberé,vvsv,n,n,,,C/V\.C/V\.C/e\.'C/V\
delibererent,vvvvs,n,n,,,C/V\.C/V\.C/V\.'C/V\.C/e\
delicativement,vvvvsv,n,n,,,C/V\.C/V\.C/V\.C/V\.C/e\.'C/V\
delicatives,vvvvs,n,n,,,C/V\.C/V\.C/V\.'C/V\.C/e\
delice,evs,n,y,,,C/V\.'C/V\.C/(e)\
delices,evs,n,n,,,C/V\.'C/V\.C/e\
delicieus,evdd,n,n,,,C/V\.C/V\.C/{V}\.'/V\
delicieuse,vvvvs,n,y,,,C/V\.C/V\.C/V\.'C/V\.C/(e)\
delicieusement,vvvvsv,n,n,,,C/V\.C/V\.C/V\.C/V\.C/e\.'C/V\
delicieuses,vvvvs,n,n,,,C/V\.C/V\.C/V\.'C/V\.C/e\
delictables,evvs,n,n,,,C/V\.C/V\.'C/V\.C/e\
delié,ev,n,n,,,C/V\.'C/V\
deliés,evv,n,n,,,C/V\.C/V\.'C/V\
deligemment,evsv,n,n,,,C/V\.C/V\.C/e\.'C/V\
delis,vv,n,n,,,C/V\.'C/V\
delisce,evs,n,y,,,C/V\.'C/V\.C/(e)\
delisces,evs,n,n,,,C/V\.'C/V\.C/e\
delit,vv,n,n,,,C/V\.'C/V\
delitable,evvs,n,y,,,C/V\.C/V\.'C/V\.C/(e)\
delitables,evvs,n,n,,,C/V\.C/V\.'C/V\.C/e\
delitauble,evvs,n,y,,,C/V\.C/V\.'C/V\.C/(e)\
delitavle,evvs,n,y,,,C/V\.C/V\.'C/V\.C/(e)\
delitavles,evvs,n,n,,,C/V\.C/V\.'C/V\.C/e\
delite,vvs,n,y,,,C/V\.'C/V\.C/(e)\
deliter,vvv,n,n,,,C/V\.C/V\.'C/V\
deliteroie,vvsvs,n,y,,,C/V\.C/V\.C/e\.'C/V\./(e)\
delités,evv,n,n,,,C/V\.C/V\.'C/V\
deliteuse,evvs,n,y,,,C/V\.C/V\.'C/V\.C/(e)\
delitier,evv,n,n,,,C/V\.C/V\.'C/V\
delitoie,evvs,n,y,,,C/V\.C/V\.'C/V\./(e)\
delitoit,evv,n,n,,,C/V\.C/V\.'C/V\
delitte,evs,n,y,,,C/V\.'C/V\.C/(e)\
delitus,evv,n,n,,,C/V\.C/V\.'C/V\
deliueraye,vvsvs,n,n,,,C/V\.C/V\.C/e\.'C/V\./e\
deliverad,evv,n,n,#NAME?,,C/V\.C/V\.'C/V\
deliveréd,evv,n,n,#NAME?,,C/V\.C/V\.'C/V\
deliverer,evv,n,n,#NAME?,,C/V\.C/V\.'C/V\
deliverra,evsv,n,n,,,C/V\.C/V\.C/e\.'C/V\
deliverrai,evsv,n,n,,,C/V\.C/V\.C/e\.'C/V\
deliverroient,evsvs,n,n,,,C/V\.C/V\.C/e\.'C/V\./e\
deliverrom,vvsv,n,n,,,C/V\.C/V\.C/e\.'C/V\
delivra,evv,n,n,,,C/V\.C/V\.'C/V\
delivrance,evvs,n,y,,,C/V\.C/V\.'C/V\.C/(e)\
delivray,vvv,n,n,,,C/V\.C/V\.'C/V\
delivre,vvs,n,y,,,C/V\.'C/V\.C/(e)\
delivré,vvv,n,n,,,C/V\.C/V\.'C/V\
delivree,vvvs,n,y,,,C/V\.C/V\.'C/V\./(e)\
delivreis,evv,n,n,,,C/V\.C/V\.'C/V\
delivrement,vvsv,n,n,,,C/V\.C/V\.C/e\.'C/V\
delivrer,vvv,n,n,,,C/V\.C/V\.'C/V\
delivrerai,evsv,n,n,,,C/V\.C/V\.C/e\.'C/V\
delivrerons,evsv,n,n,,,C/V\.C/V\.C/e\.'C/V\
delivres,vvs,n,n,,,C/V\.'C/V\.C/e\
delivrez,vvv,n,n,,,C/V\.C/V\.'C/V\
delivroient,evvs,n,n,,,C/V\.C/V\.'C/V\./e\
delivroit,vvv,n,n,,,C/V\.C/V\.'C/V\
deliz,vv,n,n,,,C/V\.'C/V\
deloi,ev,n,n,,,C/V\.'C/V\
deloialz,evv,n,n,,,C/V\.C/V\.'C/V\
deloiauls,vvv,n,n,,,C/V\.C/V\.'C/V\
deloiaus,evv,n,n,,,C/V\.C/V\.'C/V\
dels,v,n,n,,,C/V\
deluge,evs,n,y,,,C/V\.'C/V\.C/(e)\
demain,ev,n,n,,,C/V\.'C/V\
demaine,evs,n,y,,,C/V\.'C/V\.C/(e)\
demainent,evs,n,n,,,C/V\.'C/V\.C/e\
